	HEX_600	01_HEX_weighted_average_distance	01_HEX_weighted_mean_home_distance	01_HEX_weighted_max_home_distance	01_HEX_weighted_median_home_distance	01_HEX_weighted_radius_of_gyration	01_HEX_weighted_num_reporting_2015	01_HEX_weighted_HEX_coverage	01_HEX_weighted_subject_coverage	01_HEX_weighted_subject_hhi	01_HEX_total_reporting	01_HEX_total_user	user_type	reporting_level
366	522	50.8050322721	1377.6625292068	1446.2803976014	1354.7899064086	9.807276844853162e-05	1.75	1.25	1.25	0.90625	16	16	1	1
367	524	0	189.7111668568	189.7111668568	189.7111668568	0	1.6666666667	1	1	1	9	6	1	1
368	525	279.6236077122	434.4377141046	975.0704331036	342.6169206733	154.4828585155	4.6454545455	1.4272727273	1.6727272727	0.8379064078	12100	8030	1	1
369	526	265.7828409165	1079.0864102772	1246.7995055415	1054.2540282398	32.1768600446	1.7923076923	1.1769230769	1.2230769231	0.9190854701	16900	13650	1	1
370	527	652.2538232047	801.3209127972	1426.1421515497	681.2891658842	90.3770054322	4.067961165	1.4368932039	1.2815533981	0.8984131254	10609	7004	1	1
371	528	551.0782223826	840.2792566642	1378.513893434	777.9628807642	126.5429354215	3.2988505747	1.9310344828	1.275862069	0.8965230593	7569	4872	1	1
372	529	294.5300596685	292.2313053262	465.6903785364	336.4581715545	30.230807565	1.9	1.16	1.05	0.9746318212	10000	7700	1	1
373	530	0	27.0685862322	27.0685862322	27.0685862322	0	1	1	1	1	1	1	1	1
374	532	98.2540011837	929.6315947721	994.5253442779	970.3981419031	32.1927234657	1.671875	1.0625	1.078125	0.9688464506	4096	3264	1	1
375	533	456.6123040798	358.9556431169	1026.3165224994	165.6226395258	60.1297818446	5.9047619048	1.7142857143	2.0476190476	0.6498917749	441	231	1	1
376	534	921.720400228	1302.1618287088	1762.3734638281	1302.1618287088	0.0667941634	1.3846153846	1.0769230769	1	1	169	143	1	1
377	535	214.5982440325	301.3495253596	461.0192417513	322.0047140119	50.4425635481	2.4444444444	1.1944444444	1.2777777778	0.8628125	1296	900	1	1
378	536	1134.0030955263	783.2848358952	2119.2576497644	564.7274624295	0.0682723433	2.9230769231	1.3846153846	1.2307692308	0.9134615385	169	91	1	1
379	537	496.5045379843	596.8004364262	1406.5969184289	397.9868813877	135.164031931	3.8842975207	1.9090909091	1.5289256198	0.8622984253	14641	10406	1	1
380	538	892.07509709	1531.8313171225	3604.6441977592	1243.8765689005	487.8697041011	6.4785714286	2.6357142857	1.9857142857	0.8095892329	19600	12320	1	1
381	539	306.9652520361	334.7495529745	499.6871097583	319.3306785743	0.0057209322	1.8765432099	1.0617283951	1.1234567901	0.9282407407	6561	4779	1	1
382	540	39.1847384641	59.1358241303	73.3391481431	59.1358241303	2.635087499505482e-05	2.1923076923	1.0384615385	1.2307692308	0.8766025641	676	390	1	1
383	542	136.6278713834	288.6924333186	367.2282847366	295.3739912723	1.7035874594	1.9292929293	1.0808080808	1.2727272727	0.8493265993	9801	6633	1	1
384	543	270.3408322739	194.2306705535	460.9512507256	67.6410350633	54.9952363568	2	1.2222222222	1.2222222222	0.9012345679	729	540	1	1
385	544	552.4631189856	700.4907663772	1171.6204270947	557.7043215163	112.406339672	3.1392405063	1.4746835443	1.2341772152	0.8977327039	24964	17222	1	1
386	545	789.0037701902	673.7607062135	1158.9055203077	604.9257325604	86.5445575018	1.8953488372	1.3023255814	1.1744186047	0.9096010982	7396	5848	1	1
387	546	308.1681733518	786.1168490546	1026.9403902459	731.1937921643	0.1402830113	2.3557692308	1.1730769231	1.1346153846	0.9390598291	10816	7384	1	1
388	547	374.7857874975	898.573850116	1157.9407856941	853.8059620231	27.2453840328	1.75	1.1323529412	1.0735294118	0.9342320261	4624	3604	1	1
389	548	0	40.6309588815	40.6309588815	40.6309588815	0	1	1	1	1	9	9	1	1
390	550	0	21.6418889619	21.6418889619	21.6418889619	0	1.8	1	1	1	25	15	1	1
391	551	621.7392449201	1070.770126389	1434.2050637929	1055.2772019201	59.5021459465	2.2093023256	1.2790697674	1.3953488372	0.7744702842	1849	1333	1	1
392	552	359.579003379	745.8221508573	1095.6733404337	681.3836157292	85.9010162757	2.2093023256	1.7441860465	1.2790697674	0.8246285164	1849	1677	1	1
393	553	587.377745861	453.8681678558	967.4154013151	384.2730441447	65.4938810927	2.1238938053	1.1946902655	1.2212389381	0.8866912488	12769	9379	1	1
394	554	27.4814003826	156.2924511365	175.2980651617	158.3948265195	0.9275168004	2.3846153846	1.1846153846	1.2923076923	0.9108376068	4225	2860	1	1
395	555	927.3308647131	504.229059592	1063.1104422531	474.918124143	24.0263923217	1.9230769231	1.3076923077	1.2307692308	0.9444444444	169	169	1	1
396	556	348.1945940188	302.3587938709	549.2675020556	302.3587938709	0.0043838494	1.8333333333	1.1	1.0666666667	0.937962963	900	660	1	1
397	557	172.6448211788	431.8505334709	544.06523127	404.7080582489	0.0084130512	1.8738738739	1.045045045	1.1081081081	0.9519192662	12321	9435	1	1
398	558	239.6026212831	633.1419914919	806.1887119406	642.9485235494	72.2021174795	2.55	1.275	1.4	0.8325277778	1600	1080	1	1
399	559	919.3965790004	954.6925787417	1825.9373365461	826.7736658518	191.3922308918	3.7254901961	1.4509803922	1.568627451	0.8425968478	2601	1683	1	1
400	560	6.1027522511	122.68058166	125.9414501639	124.4865923335	0.4465439447	2.3703703704	1.1851851852	1.2222222222	0.9032921811	729	513	1	1
401	561	0	57.2712742171	57.2712742171	57.2712742171	0	2.8571428571	1	1.4285714286	0.8214285714	196	98	1	1
402	562	133.915161939	1581.414716711	1783.182063277	1567.2720248462	46.4333860702	4.0816326531	2.3673469388	1.387755102	0.8579989919	2401	1568	1	1
403	563	195.9889799948	153.9341005807	423.3715551067	67.8669508318	1.0675984182	1.9555555556	1.0888888889	1.1111111111	0.9191358025	8100	5850	1	1
404	566	0	22.9044051469	22.9044051469	22.9044051469	0	1.9090909091	1	1	1	121	77	1	1
