Index	HEX_600	02_HEX_weighted_average_distance	02_HEX_weighted_mean_home_distance	02_HEX_weighted_max_home_distance	02_HEX_weighted_median_home_distance	02_HEX_weighted_radius_of_gyration	02_HEX_weighted_num_reporting_2015	02_HEX_weighted_HEX_coverage	02_HEX_weighted_subject_coverage	02_HEX_weighted_subject_hhi	02_HEX_total_reporting	02_HEX_total_user	user_type	reporting_level
23	42	5.4687654812	37.9228297335	39.2070306677	37.9228297335	1.6286506714369155e-06	1.5625	1	1.1875	0.8697916667	256	208	2	1
24	46	498.9420763362	613.4442241452	1044.3948534097	524.2507803997	109.4152273055	3.7878787879	1.9333333333	1.3818181818	0.8330484762	27225	18315	2	1
25	47	300.4265920829	384.9340238693	656.4966206015	322.7571837642	43.8191762777	3.2598039216	1.3210784314	1.3700980392	0.8429816998	166464	105264	2	1
26	48	359.8362963054	1303.2512347602	1717.6753024644	1256.034930328	158.0266959682	3.085106383	1.7021276596	1.1914893617	0.9238498261	2209	1692	2	1
27	49	638.684715123	564.5693606669	865.8264656188	564.5693606669	0.0001360362	1.5714285714	1.2857142857	1.5714285714	0.7142857143	49	42	2	1
28	50	490.7796089544	413.4169091248	784.1702120943	431.1936397149	89.0084854241	6.8142857143	1.6428571429	1.9	0.7827918527	4900	3080	2	1
29	51	229.9154446025	319.9702166057	568.0142007142	293.1999122471	49.3704191235	11.4801980198	1.6485148515	1.7054455446	0.8526444344	163216	89284	2	1
30	52	270.8107615283	469.2143271472	723.5976154972	425.8457035284	18.0102081901	5.8923076923	1.3846153846	1.3846153846	0.8894499347	4225	3120	2	1
31	58	0	91.6433611167	91.6433611167	91.6433611167	0	1	1	1	1	1	1	2	1
32	61	284.1176466908	674.6417467294	932.6286332224	700.6588378324	84.8697072951	2.862745098	1.3137254902	1.2745098039	0.8317413112	2601	1938	2	1
33	62	900.0632374126	680.5507469605	1769.0904002673	574.8076153542	206.6623215594	7.2820512821	4.1025641026	1.8717948718	0.6745076761	1521	1014	2	1
34	64	576.1182921065	1017.7871472841	1379.5250437785	929.5894774663	0.0051731842	2.1739130435	1.0869565217	1.2608695652	0.8792270531	529	345	2	1
35	65	213.4532598736	412.4836752938	1024.8254847737	366.4148200233	114.073795858	20.1618122977	2.7475728155	2.1974110032	0.7116956113	95481	51912	2	1
36	66	154.681322806	239.2901892974	570.6410537285	196.1645222126	50.6637551043	8.7518796992	1.6390977444	1.7969924812	0.7665366888	17689	10773	2	1
37	72	0	37.2836834327	37.2836834327	37.2836834327	0	1.2222222222	1	1	1	81	72	2	1
38	73	191.7996695734	391.3232750154	661.6079443241	374.4403835945	63.5244643388	4.1111111111	2.9166666667	1.2777777778	0.9196838131	1296	1008	2	1
39	74	210.4447021707	1277.0393970947	1435.4809662586	1309.9434580366	94.8033436905	3.85	1.45	1.4	0.8934375	400	240	2	1
40	75	0	2382.8065206949	2382.8065206949	2382.8065206949	0	1.25	1	1	0.8125	16	16	2	1
41	76	0	1968.112596366	1968.112596366	1968.112596366	0	1	1	1	1	1	1	2	1
42	77	2246.3314163	2767.0127128998	7639.0492880926	2246.3362295434	782.3272905507	27.5714285714	13.2857142857	2.5714285714	0.6149584488	49	21	2	1
43	78	283.9067183825	465.5731106582	750.6215241073	446.0856223027	43.2006583313	4.2972972973	1.6216216216	1.2702702703	0.8626001576	5476	3774	2	1
44	79	617.2396777111	930.0639748092	1442.5687222103	1012.6580335522	119.5109912654	4.1621621622	1.8378378378	1.5878378378	0.7668492974	21904	14060	2	1
45	80	297.9533812637	301.016031148	562.2822899066	263.3778649505	57.0409283132	3.5454545455	1.5214408233	1.4888507719	0.8045702701	339889	228536	2	1
46	81	0	141.2544704823	141.2544704823	141.2544704823	0	1	1	1	1	9	9	2	1
47	82	1853.1124332009	1579.3290921999	3033.8255248695	1439.3332788903	418.8873620363	8.9444444444	6.8333333333	2.0555555556	0.686799039	324	288	2	1
48	83	236.22183748	280.2207822605	548.2517785981	242.4691935041	58.1793891073	11.4195121951	1.8975609756	2.1317073171	0.7356598083	42025	25010	2	1
49	84	158.6511894616	182.8097062615	398.5705626295	137.9004016898	59.5264145491	8.1263157895	1.8421052632	1.7368421053	0.81634042	9025	6175	2	1
50	92	341.7315127349	404.536820652	574.7703282597	404.536820652	0.0121864518	2.3939393939	1.0303030303	1.0606060606	0.8678451178	1089	726	2	1
51	93	87.8458071195	507.8878031484	599.1580289942	530.196920276	25.3118042906	2.1666666667	1.6666666667	1.3888888889	0.8475651578	324	288	2	1
52	94	36.477176122	185.8622103572	207.4510639355	179.5712329701	0.000185557	2.5	1.09375	1.375	0.8527777778	1024	608	2	1
53	95	393.0991283547	845.1108775864	1331.3585536221	808.449362043	154.3366138194	4.5423728814	2.6779661017	1.5762711864	0.8281428012	3481	2773	2	1
54	96	296.0074610717	293.1723395512	520.5415896194	224.8979554431	1.5860949102	1.9411764706	1.1058823529	1.2470588235	0.8513398693	7225	5355	2	1
55	97	306.2128481022	319.5452449254	667.2678167153	319.3199540687	76.5211602707	3.8851674641	1.7416267943	1.4306220096	0.8611484245	43681	27588	2	1
56	98	359.5446908539	338.7166157875	1469.6209908882	247.4538915973	313.9084730939	6.0495049505	2.3762376238	1.7920792079	0.8094651707	10201	6666	2	1
57	101	319.9823121552	286.7313190777	784.0097718073	218.4072908877	100.6279075542	5.2663755459	1.3697234352	1.4818049491	0.8267055453	471969	279609	2	1
58	102	658.5025728777	804.7129975531	1538.9103555	757.0911336447	158.5483336871	7.2718204489	1.8304239401	1.825436409	0.8037093255	160801	91428	2	1
59	103	1230.3044878419	2416.9328102468	3746.4900595478	2305.243838686	302.0883522863	9.3461538462	2.7582417582	1.7967032967	0.7300718867	33124	25844	2	1
60	104	560.0001835997	691.4988901888	1339.4323050868	598.2603320321	154.0091795477	5.0326086957	2.3804347826	1.5	0.8613328124	8464	6072	2	1
61	114	65.8882410952	584.543214784	628.7724882718	589.0421390676	10.4411648399	2.4065934066	1.4065934066	1.1538461538	0.9525474584	8281	6279	2	1
62	115	159.491235538	186.5306074552	310.3587634157	146.478958484	3.9204999775	4.2962962963	1.164021164	1.5291005291	0.8364701256	35721	21735	2	1
63	116	263.3586534743	589.7483293071	838.5719959942	528.5856521968	32.3962200133	3.076433121	1.5732484076	1.3439490446	0.871262862	24649	16485	2	1
64	117	264.5187154373	302.8181526955	483.6194946987	292.5084458239	12.2859220283	2.3365384615	1.3173076923	1.2019230769	0.9186717214	10816	8528	2	1
65	118	172.374672063	298.484459746	498.6815462852	267.1512360056	49.197035601	3.06	1.34	1.3133333333	0.8617524586	22500	14250	2	1
66	119	465.9393203116	496.7107886737	901.3811194243	449.848508629	122.7860925129	6.5867768595	2.5867768595	1.9090909091	0.7577524997	14641	8349	2	1
67	120	404.9310748437	350.2426198734	564.6635262646	351.0971484857	16.0222954318	3.2109375	1.484375	1.234375	0.924314761	16384	11520	2	1
68	121	487.5035248809	1477.3701355054	2012.3184123953	1404.0531144785	259.4932454882	9.6585365854	1.9451219512	1.7012195122	0.801172735	26896	15744	2	1
69	122	511.5552917516	662.471376037	1062.5778001026	649.8406584398	77.5418072856	4.25	2.4583333333	1.4166666667	0.9016730019	576	504	2	1
70	123	0	1591.0506347009	1591.0506347009	1591.0506347009	0	1	1	1	1	4	4	2	1
71	124	4272.2930217015	3876.3224290151	7700.6762932504	4204.3125612273	1119.3714180039	25.75	19.5	3.5	0.4533695954	16	16	2	1
72	128	277.2781307843	211.81985949	561.5799287024	171.7695938288	82.047286941	8.3904761905	2.1047619048	1.9047619048	0.7684791885	11025	7035	2	1
73	129	122.1761865953	243.9001059215	393.7949903135	231.7929324507	34.4567390193	6.5543478261	1.4782608696	1.6050724638	0.8064445802	76176	47748	2	1
74	130	388.262096466	718.771959927	1169.5574525696	716.3274408392	69.2490377971	4.6927083333	1.7239583333	1.4375	0.8517600489	36864	24960	2	1
75	131	337.8908179413	767.4150764478	1004.9285524305	770.9688887165	44.6069279497	3.4893617021	1.5212765957	1.4042553191	0.807391927	8836	6486	2	1
76	132	929.9576367474	1378.8321518348	2430.8720482186	1289.6539395266	231.5964919398	11.2606060606	3.103030303	1.7454545455	0.7631829448	27225	21120	2	1
77	133	924.7966439291	1408.1898882908	2429.0940822973	1279.2541290366	255.5942840914	5.4727272727	1.8727272727	1.6	0.807063898	3025	2695	2	1
78	134	1002.8286353185	1038.531651939	1898.1933035841	955.8751702215	130.362036657	4.7	2.65	1.9	0.6184915359	400	300	2	1
79	135	191.0727228483	243.7640375113	629.483866307	241.145661678	115.7349282015	4.3333333333	1.8333333333	1.8333333333	0.6859259259	36	24	2	1
80	146	22.4814288993	70.9777419224	80.2074805715	70.1608017985	0.3628896454	3.2571428571	1.0571428571	1.3428571429	0.88	1225	595	2	1
81	147	169.0008779163	564.8271928199	816.0902312335	525.5497849068	70.1780801429	3.2285714286	1.5142857143	1.2214285714	0.91663285	19600	15400	2	1
82	148	507.9132172897	851.5646406518	1301.2987718519	811.8286371138	100.3928629559	3.862745098	1.9346405229	1.3921568627	0.8693888262	23409	17289	2	1
83	149	409.9330639919	717.7817521751	1468.7023983532	651.2785046793	194.9053292932	4.0482758621	1.7103448276	1.3793103448	0.8853817824	21025	12615	2	1
84	150	395.5686744934	608.6037843255	1015.8463166779	626.4253718403	82.9582360723	4.0914634146	1.4207317073	1.6036585366	0.8117823962	26896	16892	2	1
85	151	454.0683579313	954.1723743198	1361.5258623586	933.6950013287	137.0723048313	4.6829268293	2.2195121951	1.5609756098	0.8713360155	1681	1353	2	1
86	152	338.6437783136	456.0955071882	912.5749086512	388.751163929	111.4574989792	4.25625	2.1	1.49375	0.8527779749	25600	17920	2	1
87	153	276.5982217314	587.2946578203	879.9032526955	571.0669304014	65.2855499543	3.5794392523	1.8504672897	1.4205607477	0.8756451292	11449	8774	2	1
88	154	2226.4818635667	1429.0072781528	2959.2413045965	1562.8400213537	144.8909406325	2.5	1.6	1.3	0.8625	100	80	2	1
89	156	3224.615092336	5630.3230554296	7498.5553586409	7485.8550647294	5.4215005132	8	4	3	0.59375	25	5	2	1
90	157	213.2380949926	439.5255255906	658.9044943659	405.3353088332	62.3816123673	2.737704918	1.4918032787	1.3770491803	0.869897541	3721	2379	2	1
91	158	371.0242430044	499.1889321619	798.6876053388	480.5704240702	43.82766545	6.2962962963	2.1851851852	1.5185185185	0.8281430847	729	594	2	1
92	159	271.2671520657	489.5933160204	749.7917305665	465.7667282563	39.2618919233	4.6138613861	1.504950495	1.4554455446	0.8760638995	10201	7272	2	1
93	160	284.8397674182	468.6855727408	853.9847390223	436.0429214251	89.9932865757	6.886627907	2.1976744186	1.6191860465	0.8141413183	118336	70520	2	1
94	161	464.5889940267	781.7814961695	1447.7560552585	737.3131456932	172.0865766116	18.9344978166	3.6113537118	2.3886462882	0.7473067562	52441	31602	2	1
95	162	449.4408144988	747.3804897587	1311.5511069755	690.804647297	136.2390490761	7.6208530806	2.682464455	1.6777251185	0.7994197598	44521	32494	2	1
96	163	319.166194756	435.9954439098	743.0171054665	395.3981621835	80.9494198474	6.4950819672	1.6262295082	1.5704918033	0.8004596671	93025	55205	2	1
97	164	708.7012554563	862.2452870499	1684.2362659917	756.3688658454	181.2265796513	12.811023622	2.6771653543	1.8188976378	0.7753187611	16129	10033	2	1
98	165	661.0877863458	1318.4564180916	1954.8011810241	1268.1590804539	185.1499243497	6.8727272727	3.3090909091	1.7636363636	0.7715083073	3025	2145	2	1
99	166	339.4655934348	1511.0080812536	1976.0529428152	1463.1709263517	95.4054243827	5.152173913	3.0434782609	1.3913043478	0.8557875166	2116	1610	2	1
100	167	619.025828085	3350.9284109303	3875.2799079399	3261.1127249583	189.4017155321	2.4	2	1.8	0.723	25	25	2	1
101	168	1405.7340665686	1246.5581325175	2081.6151684127	1619.0823206771	339.3158952968	3	3	3	0.3333333333	1	1	2	1
102	176	0	190.7908032937	190.7908032937	190.7908032937	0	2	1	1	1	4	2	2	1
103	177	624.644723416	523.5920838281	3792.1467739935	253.5542024406	845.0499947335	15.9264705882	2.9411764706	2.3235294118	0.7324706493	4624	1700	2	1
104	178	265.3480204281	283.3174376751	573.4314769945	396.7314109858	44.2914170765	3.2533333333	1.52	1.3866666667	0.8627886884	5625	4050	2	1
105	179	145.2987776804	217.6716081721	605.1521886002	175.2311262786	99.7854796355	3.3841463415	1.4268292683	1.3719512195	0.8748593103	26896	18532	2	1
106	180	143.9015435988	365.6756107462	496.1343540117	398.2571894158	27.9673973932	3.7720930233	1.2930232558	1.3674418605	0.8741732596	46225	27950	2	1
107	181	315.1820181744	591.2574691181	824.0598038163	601.7700284856	66.1272388321	2.4631578947	1.2526315789	1.1894736842	0.8981475116	9025	6555	2	1
108	182	0	91.209764702	91.209764702	91.209764702	0	1.3636363636	1	1	1	121	99	2	1
109	183	1950.1393043746	1656.1164749224	5123.8785833826	1258.1697240991	934.129896447	24	7	3	0.5333333333	4	4	2	1
110	184	1124.3358987586	1344.3284078408	2671.4507956489	1259.6897647102	353.5904925166	4.8461538462	2.4230769231	1.6346153846	0.7906053693	2704	2132	2	1
111	185	376.5963133703	617.8651132182	912.9862810273	618.9012766161	81.8501354769	3.358974359	1.8846153846	1.5128205128	0.8341096866	6084	4524	2	1
112	186	215.1456998543	188.2037153435	404.9188753457	153.1857529594	73.3476537771	2.7735849057	1.4528301887	1.2924528302	0.86382793	11236	8586	2	1
113	187	312.7559549675	399.1010175581	665.4712090277	374.6251470189	55.7693771773	4.2455357143	2.0044642857	1.3348214286	0.856933714	50176	32928	2	1
114	188	176.8825803433	215.8353969686	492.1027170846	182.5507924606	68.1731183984	9.487544484	2.2775800712	1.7953736655	0.7777322323	315844	186022	2	1
115	189	277.2757304434	393.153198393	782.8959825895	312.8195291571	75.1734342461	15.5353535354	2.3535353535	1.6808080808	0.795068967	245025	142560	2	1
116	190	220.0161180097	378.6802154594	651.33846619	349.4143339394	65.2794307791	13.0427350427	2.3290598291	1.4700854701	0.8305524747	54756	32526	2	1
117	191	688.1530555052	1206.1170333404	2244.2150916715	997.991344877	172.7268424093	2.4615384615	1.5384615385	1.3076923077	0.7723076923	169	156	2	1
118	192	451.9230820355	610.5806790884	1019.8807339758	627.1278634622	102.3941854249	4.9514563107	3.1553398058	1.4563106796	0.8181871662	10609	7313	2	1
119	193	1481.6298956436	1540.3300685527	3858.360801873	1409.5019426901	554.5896881765	8.75	7	2	0.5506660998	16	12	2	1
120	194	1253.5429073924	916.2048579772	2669.2787762236	442.1612436587	360.7089243391	6.8571428571	3.7142857143	1.2857142857	0.937277404	49	42	2	1
121	195	578.3352653521	1579.5200041222	3049.2092076121	1417.5317648558	243.3896505195	9.2222222222	4.7777777778	1.4444444444	0.9024315174	81	72	2	1
122	202	0	18.5066246432	18.5066246432	18.5066246432	0	1.1666666667	1	1	0.875	36	36	2	1
123	203	139.3047143197	563.3533507541	851.0905734234	537.7020855766	74.77751765	3.7166666667	1.6166666667	1.55	0.8519621317	3600	2700	2	1
124	204	657.20522899	1230.4191727569	2125.1458995786	1081.006442991	223.7317268444	7.2553191489	2.670212766	1.9521276596	0.778300989	35344	21056	2	1
125	205	80.2117071562	625.5265096945	696.8489217373	591.1229350493	1.6294084989	1.6666666667	1.1666666667	1	1	576	480	2	1
126	206	3086.3377578092	2046.9721241258	4275.9597992186	2265.314039459	361.5885015775	6	4.5	2.5	0.52	4	4	2	1
127	207	1631.5979761413	1209.3822108314	3410.6037123997	898.9453370509	377.2902035685	9.8723404255	4.0212765957	2.0425531915	0.6622941948	2209	1645	2	1
128	208	1083.4873507839	1022.5223960842	2108.2280973261	875.9249428793	184.0607529563	9	3.1428571429	1.8285714286	0.7181618481	1225	910	2	1
129	209	559.1422988217	1059.4824932702	1602.2334522244	989.53514923	138.8174645088	4.8076923077	2.4807692308	1.5576923077	0.8482727664	2704	2080	2	1
130	210	1084.6970504796	1194.1653360396	1979.2481369076	1172.4328836758	165.2566759022	4.3731343284	2.1641791045	1.5373134328	0.8139887298	4489	3350	2	1
131	211	213.6827929266	346.6085712831	552.8552332972	314.8099920235	62.8153816747	3.5871212121	1.6553030303	1.5795454545	0.8106437952	69696	45408	2	1
132	212	282.0737849028	367.9557461285	735.3051098752	336.9328779803	88.7635630632	14.9380733945	2.4587155963	1.6811926606	0.7749174708	190096	114232	2	1
133	213	157.2322414071	549.4578655466	743.5267842935	536.6494368397	63.6177733296	10.5	2.023255814	1.3255813953	0.8764281435	7396	5590	2	1
134	214	1007.8501910152	934.3472651767	2438.9653196583	847.8650421399	423.917981303	5.3333333333	4.6666666667	1.8333333333	0.8764965343	36	24	2	1
135	215	609.1298988939	1283.7759591519	1736.6949344017	1322.8147816513	161.3258842985	3.58	1.94	1.58	0.794068473	2500	1650	2	1
136	216	277.2195528241	309.464591145	559.7184714292	284.6352788141	74.7148919556	2.9897959184	1.306122449	1.4591836735	0.8271843805	86436	59388	2	1
137	217	155.1452907081	380.937045422	613.0758833942	341.316046949	55.2015402094	3.8	1.3428571429	1.3918367347	0.858220153	60025	40670	2	1
138	218	388.9519147471	431.3682774918	1023.2188405843	337.5990969947	127.1277657415	5.3978494624	2.4677419355	1.5215053763	0.8019267041	34596	25110	2	1
139	219	191.0568385775	179.7726191494	396.4803392404	135.6810807134	28.5972498528	2.641509434	1.3396226415	1.3459119497	0.8234929291	25281	17967	2	1
140	220	213.4529098651	264.8854723802	403.7601266553	265.1064224159	35.4967135333	1.932038835	1.1067961165	1.2233009709	0.8408090615	10609	8034	2	1
141	222	0	1661.060670867	1661.060670867	1661.060670867	0	1	1	1	1	1	1	2	1
142	224	0	5231.3919278513	5231.3919278513	5231.3919278513	0	1	1	1	1	1	1	2	1
143	225	5.9643032308	124.6477542532	125.5230173695	125.5230173695	1.4791634583843919e-08	2.6666666667	1	1.3333333333	0.875	144	72	2	1
144	228	478.9550620001	628.8483397864	1787.0430562996	512.2456891635	249.6807938403	8.2146892655	2.5480225989	1.5084745763	0.8033269741	31329	20001	2	1
145	229	387.8521524696	431.4658872646	1228.1052929216	350.608043783	164.5591751498	6.2282608696	2.3586956522	1.3804347826	0.8818882199	33856	23368	2	1
146	230	376.4960971602	490.307789549	866.3296987007	461.0502482412	86.8646314896	4.1169590643	1.5789473684	1.4444444444	0.8048636882	29241	17442	2	1
147	231	386.3349859156	667.0606992486	966.4370229247	691.2061860611	65.9817220514	2.6	1.6	1.2923076923	0.9071604938	4225	3055	2	1
148	232	329.9126080858	353.2560657818	780.3600147845	292.028148758	66.24037921	6.3557692308	2.1442307692	1.4326923077	0.8762691233	10816	6344	2	1
149	233	1132.1389383683	1148.3605439858	2243.4524873569	931.089804439	278.5953202353	9.0816326531	2.306122449	1.8163265306	0.6953137829	2401	1715	2	1
150	234	826.1280046246	1441.7963774011	2272.7453621255	1444.3632566063	228.3536583176	9.9661016949	5.2881355932	1.6271186441	0.8250985537	3481	2832	2	1
151	235	1209.6608752926	1953.2558769233	2757.2143667202	2082.2082382576	612.4805729438	26.3333333333	4.1666666667	1.8333333333	0.7382973251	36	18	2	1
152	236	0	397.2031385799	397.2031385799	397.2031385799	0	1.5	1	1	1	16	12	2	1
153	237	145.7329426235	254.8519075573	341.0916116407	250.1236197691	3.3012702075	2.2608695652	1.077294686	1.309178744	0.8505081844	42849	30222	2	1
154	238	255.1871331126	235.8167286889	469.3775787357	201.2829264846	43.9825066514	4.9141791045	1.276119403	1.3768656716	0.8478178526	71824	44220	2	1
155	239	146.7513194253	142.1939343279	324.7570086595	125.2986921401	38.2823079666	18.7037914692	1.8388625592	1.9028436019	0.8310192561	178084	103812	2	1
156	240	85.4742053883	150.9362168822	230.8890380249	133.9117364687	8.4038629458	2.5988023952	1.1407185629	1.254491018	0.8577271716	111556	82498	2	1
157	241	116.7727931008	111.4767259434	277.0038658473	90.7805714183	39.4585353353	2.7256637168	1.1017699115	1.3716814159	0.8268160907	51076	32318	2	1
158	242	0	48.9708186551	48.9708186551	48.9708186551	0	1	1	1	1	4	4	2	1
159	248	733.7519502765	602.5312916623	1899.4097968059	355.0360765998	128.8108591075	5.3793103448	2.0344827586	1.5517241379	0.7197234195	841	551	2	1
160	249	138.5597907206	283.0307172025	415.2067935055	258.6187798705	27.1885116055	2.9942857143	1.4914285714	1.2514285714	0.8584349558	30625	19600	2	1
161	250	304.0137869814	510.9207175949	861.9064191621	492.5253223386	76.0627597935	3.8583333333	2.4166666667	1.3083333333	0.8635918272	14400	11280	2	1
162	251	248.1970723474	276.9605186404	560.4141687831	227.1596504231	64.4749576097	3.8125	1.3235294118	1.4522058824	0.8225455983	73984	42160	2	1
163	252	289.8230186369	554.8096587851	996.2124174764	522.6071631337	110.2843326916	3.5485436893	1.4563106796	1.645631068	0.7758445085	42436	26368	2	1
164	253	319.0228231196	501.7644718733	753.0952104568	535.4422047671	57.1182064016	2.585492228	1.3419689119	1.2538860104	0.8774111256	37249	25090	2	1
165	254	273.0513636864	394.7735503143	663.4828716133	348.7911475232	53.8101982523	3.1042944785	1.3680981595	1.4969325153	0.8228212314	26569	17278	2	1
166	255	323.6103531768	401.1195915965	653.5736389575	494.0642115833	46.5382251077	4.6641221374	1.3282442748	1.8244274809	0.7114651938	17161	8384	2	1
167	256	45.6323804301	1006.1252933306	1048.5200675228	985.9363034186	19.174313705	2.5333333333	1.2	1.4	0.86875	225	180	2	1
168	257	168.3757792671	249.8288555994	355.0975929619	246.7805955348	31.2371212181	2.223880597	1.1492537313	1.3358208955	0.8408996683	17956	12730	2	1
169	258	121.5732026632	449.8551438366	554.4754370381	431.1872469678	29.489567923	4.2926829268	1.0853658537	1.3780487805	0.808379307	6724	3936	2	1
170	260	784.6643131146	1056.4344043485	1375.0392094158	1214.9300452574	150.5268606873	1.8	1.4	1	1	25	20	2	1
171	270	0	463.7130727949	463.7130727949	463.7130727949	0	2	1	1	1	4	2	2	1
172	271	183.9668518405	333.3581150518	459.4173191889	325.0272314378	9.6765376714	2.2621359223	1.1359223301	1.1650485437	0.9018770227	10609	7107	2	1
173	272	382.8105466899	374.2193744788	893.3884228656	288.9385429174	92.1087021626	4.4215384615	1.7138461538	1.4707692308	0.8567781235	105625	67925	2	1
174	273	348.5822053859	407.3001174071	954.5934871026	414.1003546594	79.6493940357	4.868852459	1.2786885246	1.618852459	0.8214870502	59536	38796	2	1
175	274	397.2106624977	711.454876384	1209.0271061746	579.5485816433	110.7466190031	3.5964912281	1.9649122807	1.6315789474	0.7853680131	3249	2394	2	1
176	275	241.9142115662	264.6805489903	473.8713388205	226.2732974531	42.1576197659	2.3412322275	1.2132701422	1.2464454976	0.8745281097	44521	29962	2	1
177	276	390.9233365694	409.4752866384	978.1818698029	317.1472073029	99.4980460172	3.0672268908	1.3865546218	1.525210084	0.8392710339	56644	37842	2	1
178	277	186.9678367478	307.875864417	540.7620574952	261.9811905382	50.3125338026	3.025862069	1.2787356322	1.4109195402	0.8327555622	121104	81780	2	1
179	278	192.1901823206	223.8781541656	373.8708633594	207.3075189075	36.6556547759	2.7623318386	1.3408071749	1.1255605381	0.9358795046	49729	33896	2	1
180	279	202.2698169351	457.0276323315	618.1657668643	431.3260584981	25.7715701259	3.4666666667	1.2	1.5066666667	0.7987725632	22500	13500	2	1
181	280	263.5409329883	335.7643604694	536.6718041011	299.9364946354	30.7451808948	2.6793248945	1.2278481013	1.2827004219	0.8774755372	56169	38868	2	1
182	281	313.8823644497	628.6889179033	847.8782096789	621.7738581703	28.1405428095	2.4411764706	1.4019607843	1.2647058824	0.8796458565	41616	31416	2	1
183	282	2101.6554468621	1549.7721916655	2915.4197572722	1178.3912858695	175.9763506666	2	1.75	1.5	0.7638888889	16	16	2	1
184	283	0	6.7904303553	6.7904303553	6.7904303553	0	4	1	2	0.125	4	2	2	1
185	293	0	98.257476019	98.257476019	98.257476019	0	1	1	1	1	9	9	2	1
186	294	200.3275645019	280.7815727458	384.4071882155	331.2172086127	6.9942584611	2.875	1.375	1.625	0.6564670139	64	48	2	1
187	295	172.2073649831	158.0447528002	212.6524058553	158.6152106992	0.0006644372	2.1428571429	1.1428571429	1.4285714286	0.8214285714	196	140	2	1
