	HEX_600	01_HEX_weighted_average_distance	01_HEX_weighted_mean_home_distance	01_HEX_weighted_max_home_distance	01_HEX_weighted_median_home_distance	01_HEX_weighted_radius_of_gyration	01_HEX_weighted_num_reporting_2015	01_HEX_weighted_HEX_coverage	01_HEX_weighted_subject_coverage	01_HEX_weighted_subject_hhi	01_HEX_total_reporting	01_HEX_total_user	02_HEX_weighted_average_distance	02_HEX_weighted_mean_home_distance	02_HEX_weighted_max_home_distance	02_HEX_weighted_median_home_distance	02_HEX_weighted_radius_of_gyration	02_HEX_weighted_num_reporting_2015	02_HEX_weighted_HEX_coverage	02_HEX_weighted_subject_coverage	02_HEX_weighted_subject_hhi	02_HEX_total_reporting	02_HEX_total_user	03_HEX_weighted_average_distance	03_HEX_weighted_mean_home_distance	03_HEX_weighted_max_home_distance	03_HEX_weighted_median_home_distance	03_HEX_weighted_radius_of_gyration	03_HEX_weighted_num_reporting_2015	03_HEX_weighted_HEX_coverage	03_HEX_weighted_subject_coverage	03_HEX_weighted_subject_hhi	03_HEX_total_reporting	03_HEX_total_user	04_HEX_weighted_average_distance	04_HEX_weighted_mean_home_distance	04_HEX_weighted_max_home_distance	04_HEX_weighted_median_home_distance	04_HEX_weighted_radius_of_gyration	04_HEX_weighted_num_reporting_2015	04_HEX_weighted_HEX_coverage	04_HEX_weighted_subject_coverage	04_HEX_weighted_subject_hhi	04_HEX_total_reporting	04_HEX_total_user	05_HEX_weighted_average_distance	05_HEX_weighted_mean_home_distance	05_HEX_weighted_max_home_distance	05_HEX_weighted_median_home_distance	05_HEX_weighted_radius_of_gyration	05_HEX_weighted_num_reporting_2015	05_HEX_weighted_HEX_coverage	05_HEX_weighted_subject_coverage	05_HEX_weighted_subject_hhi	05_HEX_total_reporting	05_HEX_total_user	06_HEX_weighted_average_distance	06_HEX_weighted_mean_home_distance	06_HEX_weighted_max_home_distance	06_HEX_weighted_median_home_distance	06_HEX_weighted_radius_of_gyration	06_HEX_weighted_num_reporting_2015	06_HEX_weighted_HEX_coverage	06_HEX_weighted_subject_coverage	06_HEX_weighted_subject_hhi	06_HEX_total_reporting	06_HEX_total_user
210	326	262.9164915887	351.4275453752	864.0236912026	269.6102771092	122.3327411786	3.9028571429	1.6971428571	1.3828571429	0.8522854653	122500	78400	262.9164915887	351.4275453752	864.0236912026	269.6102771092	122.3327411786	3.9028571429	1.6971428571	1.3828571429	0.8522854653	122500	78400	393.5934219599	462.0136306616	899.6679853085	394.4384181194	103.8448376598	18.7853107345	4.9604519774	1.6836158192	0.8329074585	31329	17700	1375.3412383137	1608.7321686383	2549.3545741272	1775.6905548807	398.539780035	8	4	1.5	0.3443877551	16	8	1130.2190107466	664.9923082419	1098.1030402707	714.3741955411	453.14474285	4	3	2	0.5	1	1	361.1482636033	432.0444462857	759.6663202814	390.98581778	113.8175002823	6.6607142857	1.375	2.25	0.6315012384	3136	840
211	327	119.722968256	137.2607351534	231.5555514952	123.716403493	18.6649542848	2.8287037037	1.1851851852	1.2314814815	0.8832775449	46656	29160	119.722968256	137.2607351534	231.5555514952	123.716403493	18.6649542848	2.8287037037	1.1851851852	1.2314814815	0.8832775449	46656	29160	430.9641770826	496.3135933535	1071.3811387548	422.9759285203	151.824924374	44.8235294118	12.8914027149	1.6244343891	0.8404546356	48841	31382	0	70.2065419598	70.2065419598	70.2065419598	0	3	1	1	1	9	3	1375.3412383137	1608.7321686383	2549.3545741272	1775.6905548807	398.539780035	8	4	1.5	0.3443877551	16	8	602.0051736873	1279.6246741528	1707.5509398245	1401.8188008555	300.8478042618	6.2352941176	2.5882352941	1.4117647059	0.8217158213	289	102
212	328	164.420619475	347.5542376523	457.790851856	335.346513821	20.3734726676	2.6151315789	1.1513157895	1.2072368421	0.9022290891	92416	62016	164.420619475	347.5542376523	457.790851856	335.346513821	20.3734726676	2.6151315789	1.1513157895	1.2072368421	0.9022290891	92416	62016	475.1075694095	636.2454477476	1176.3799409243	578.1438417992	166.2626383022	34.3949579832	10.7731092437	1.9579831933	0.7702461517	14161	9044	502.260237702	353.1913654876	806.55738003	294.596058173	94.0788302773	4	4	2	0.625	1	1	0	70.2065419598	70.2065419598	70.2065419598	0	3	1	1	1	9	3	60.2414084142	75.0205533704	115.6574959775	85.1286302953	2.767116736	5.4411764706	1.1764705882	1.9117647059	0.6793400694	1156	306
213	329	194.7730300981	293.0407716467	709.7939630661	274.171326	89.7814116712	6.0912547529	1.4562737643	1.4410646388	0.84306867	69169	39713	194.7730300981	293.0407716467	709.7939630661	274.171326	89.7814116712	6.0912547529	1.4562737643	1.4410646388	0.84306867	69169	39713	437.2511831012	494.8785594381	1021.091728856	431.5158048704	151.6637618073	28.0057142857	9.0457142857	1.5028571429	0.8587716178	30625	18900	746.7071251148	609.283441788	2214.8487842051	416.6031995718	345.8990296448	33.1403508772	4.0701754386	3.4385964912	0.3844681454	3249	741	502.260237702	353.1913654876	806.55738003	294.596058173	94.0788302773	4	4	2	0.625	1	1	178.0939155115	809.6136988226	940.8004141968	830.5064568924	25.1612745666	5.275862069	1.3793103448	1.4827586207	0.7155771073	841	261
214	330	182.4624000031	212.7377930321	434.3516223145	194.1762536981	27.6383971858	2.4383561644	1.2671232877	1.2808219178	0.870398643	21316	14454	182.4624000031	212.7377930321	434.3516223145	194.1762536981	27.6383971858	2.4383561644	1.2671232877	1.2808219178	0.870398643	21316	14454	371.237457149	436.1595806956	922.6559704168	384.4213428324	123.6168480299	12.8989547038	5.362369338	1.3554006969	0.8827337297	82369	54530	1796.557614061	1306.4921079442	2789.1045380387	1214.1362043706	223.6180308635	9.6923076923	6.7692307692	2	0.4891244054	169	117	838.0932289247	687.9697928053	2421.5031177133	489.6651868649	383.7888375443	32.9655172414	4.3965517241	3.4827586207	0.382304543	3364	812	1164.4077079716	1264.7399819766	2500.8314019093	1152.9731667615	394.6631054247	17.7	9.96	2.04	0.6686942038	2500	1200
215	331	107.8669152873	200.9475594178	278.0992681297	192.1216985382	29.9078839918	3.4680851064	1.1134751773	1.524822695	0.8374668039	19881	11421	107.8669152873	200.9475594178	278.0992681297	192.1216985382	29.9078839918	3.4680851064	1.1134751773	1.524822695	0.8374668039	19881	11421	442.2876048271	498.1938224504	1238.0149707509	403.3950978645	192.5604729677	22.9504132231	7.7658402204	1.5316804408	0.8393771906	131769	83490	1215.2095367959	714.0338645376	2461.922066413	355.9861331977	400.3048630782	7.2666666667	3.0666666667	2.4666666667	0.6224383031	225	135	1796.557614061	1306.4921079442	2789.1045380387	1214.1362043706	223.6180308635	9.6923076923	6.7692307692	2	0.4891244054	169	117	965.2204846981	870.2670772171	2217.3703191985	724.287569302	402.2330761425	56.9074074074	19.9444444444	2.4814814815	0.6319307985	2916	918
216	344	120.2567804235	269.4767013193	344.5218008494	261.9337945539	2.6142668799	2.8055555556	1.1944444444	1.1111111111	0.9218364198	1296	900	120.2567804235	269.4767013193	344.5218008494	261.9337945539	2.6142668799	2.8055555556	1.1944444444	1.1111111111	0.9218364198	1296	900	543.0412260624	506.6394563038	1178.5293448298	456.8750502014	190.6786885297	52.5147679325	16.0886075949	1.6455696203	0.8416120629	56169	34128	175.4501497662	121.6113113606	352.5508967906	28.0406750999	36.3192144112	9	3	3	0.5061728395	25	5	1517.2027623768	992.7249855536	3195.6019452423	624.6244037836	534.2550521244	8.25	4.3125	2.6875	0.5997221095	256	160	740.0352568693	726.1410223793	1493.2492980517	754.8075165112	261.7577142266	13.5	8.3	1.9	0.4390399006	100	60
217	345	30.0387664022	91.2505826944	110.4233839661	95.5465153875	1.1760281638	3.075	1.0875	1.475	0.8199695295	6400	3840	30.0387664022	91.2505826944	110.4233839661	95.5465153875	1.1760281638	3.075	1.0875	1.475	0.8199695295	6400	3840	379.5774138351	502.0638530667	910.5573981478	472.2118893494	107.3179510487	26.1041009464	8.9716088328	1.4258675079	0.8811598987	100489	65936	544.1976389092	431.1609951062	1083.38637179	327.9767688372	200.2180885709	5.95	2.36	1.96	0.6879846343	10000	3700	175.4501497662	121.6113113606	352.5508967906	28.0406750999	36.3192144112	9	3	3	0.5061728395	25	5	1695.477514124	1311.078150209	3471.6736875696	1207.3877491569	650.2897263991	223.4642857143	63.3571428571	3.3571428571	0.5095372413	784	252
218	346	193.0247561728	352.4988996558	458.8211520995	359.1570313484	8.0234972639	2.5934065934	1.1428571429	1.1868131868	0.8846344628	8281	5642	193.0247561728	352.4988996558	458.8211520995	359.1570313484	8.0234972639	2.5934065934	1.1428571429	1.1868131868	0.8846344628	8281	5642	277.206624443	379.8263670707	901.8883690274	354.6776383838	122.5913872896	11.6343283582	3.671641791	1.5	0.8385684405	71824	41808	144.5086196732	204.1186650935	355.9775101474	175.5489883825	30.0614979617	6.1	1.3727272727	1.4363636364	0.8158373885	12100	3410	544.1976389092	431.1609951062	1083.38637179	327.9767688372	200.2180885709	5.95	2.36	1.96	0.6879846343	10000	3700	953.9741347079	757.4351457385	1926.3197071014	651.6827409067	341.5622682475	87.9831460674	27.2134831461	2.3707865169	0.6290689092	31684	9434
219	347	440.2215447067	595.9403656842	921.4994462074	570.3029550213	72.9756887627	2.6363636364	1.6193181818	1.3181818182	0.867884184	30976	23232	440.2215447067	595.9403656842	921.4994462074	570.3029550213	72.9756887627	2.6363636364	1.6193181818	1.3181818182	0.867884184	30976	23232	317.1517226562	309.1200956764	685.8369535985	280.090109592	79.5847734607	11.0466666667	4.3266666667	1.3733333333	0.860921743	22500	15450	265.0483723812	413.0699190814	811.0794963563	330.2271015241	106.0290994627	4.2625	1.4625	1.7125	0.7002610544	6400	2400	144.5086196732	204.1186650935	355.9775101474	175.5489883825	30.0614979617	6.1	1.3727272727	1.4363636364	0.8158373885	12100	3410	970.6692602026	798.9312163293	2405.6342294181	732.8472796401	433.6045521026	99.2177419355	28.8709677419	2.7580645161	0.5801226678	15376	4092
220	348	178.1180764199	369.0984882905	614.1692388084	311.6637808436	54.9743772378	3.5877192982	1.3421052632	1.4824561404	0.8375362141	12996	7980	178.1180764199	369.0984882905	614.1692388084	311.6637808436	54.9743772378	3.5877192982	1.3421052632	1.4824561404	0.8375362141	12996	7980	150.6720492457	244.4507963926	375.50800411	228.2586612072	44.8857887791	3.5	1.1478873239	1.5352112676	0.8335497842	20164	11644	536.3855448589	515.876321804	1071.9770642684	470.1500030133	108.8288356914	4.7023809524	1.619047619	1.5714285714	0.7553076014	7056	2940	265.0483723812	413.0699190814	811.0794963563	330.2271015241	106.0290994627	4.2625	1.4625	1.7125	0.7002610544	6400	2400	1007.8273656676	740.3580678098	1896.5936922621	579.6536294091	317.125488102	63.1307692308	21.2923076923	2.0153846154	0.7840866083	16900	4940
221	349	87.7455102776	424.873952094	461.7695366277	446.8912791685	3.2672818379	2.037037037	1.2222222222	1.3333333333	0.7929526749	729	567	87.7455102776	424.873952094	461.7695366277	446.8912791685	3.2672818379	2.037037037	1.2222222222	1.3333333333	0.7929526749	729	567	334.8145135843	774.3569133788	997.0213543666	827.6210198903	131.1395661602	3.4358974359	1.7179487179	1.1794871795	0.9030556144	1521	1014	606.7255126609	603.4679378944	2927.4326676013	448.2463286644	481.4086958043	25.7176470588	3.7294117647	3.3176470588	0.4967250191	7225	1785	536.3855448589	515.876321804	1071.9770642684	470.1500030133	108.8288356914	4.7023809524	1.619047619	1.5714285714	0.7553076014	7056	2940	1263.8669044982	1025.7460204589	2518.0164377208	950.5468283755	362.7422876185	62.301369863	22.9315068493	2.2739726027	0.6780673544	5329	2190
222	351	189.67218216	232.0020408348	341.1569962945	234.5041874257	14.7279998112	2.9672131148	1.1147540984	1.2459016393	0.8677681643	3721	2501	189.67218216	232.0020408348	341.1569962945	234.5041874257	14.7279998112	2.9672131148	1.1147540984	1.2459016393	0.8677681643	3721	2501	30.0387664022	91.2505826944	110.4233839661	95.5465153875	1.1760281638	3.075	1.0875	1.475	0.8199695295	6400	3840	899.717474858	641.6271220799	2726.2355960152	327.6718568062	411.8131288198	19.9705882353	3.7941176471	2.5588235294	0.5200386515	1156	374	606.7255126609	603.4679378944	2927.4326676013	448.2463286644	481.4086958043	25.7176470588	3.7294117647	3.3176470588	0.4967250191	7225	1785	1422.3095549527	1426.3940100536	3674.1653159808	1169.9753927537	554.6289406996	132.5285714286	39.2142857143	2.6285714286	0.6893511637	4900	1680
223	352	167.5396971138	305.5780994376	456.9321292456	277.7261353946	29.7974969172	3.2675324675	1.2935064935	1.3454545455	0.8280275675	148225	92785	167.5396971138	305.5780994376	456.9321292456	277.7261353946	29.7974969172	3.2675324675	1.2935064935	1.3454545455	0.8280275675	148225	92785	193.0247561728	352.4988996558	458.8211520995	359.1570313484	8.0234972639	2.5934065934	1.1428571429	1.1868131868	0.8846344628	8281	5642	0	41.1831045032	41.1831045032	41.1831045032	0	3	1	1	1	9	3	899.717474858	641.6271220799	2726.2355960152	327.6718568062	411.8131288198	19.9705882353	3.7941176471	2.5588235294	0.5200386515	1156	374	3357.1873349778	2398.7511992014	6338.0564112157	2241.7296234975	1340.4018666887	500.5	138	5	0.3923447876	4	4
224	353	199.2496635454	223.1357402663	601.9043464327	212.1191428326	77.1410321662	3.46484375	1.28125	1.5625	0.8031881012	65536	39424	198.4743730258	247.9339104534	625.2287088137	236.9601791577	76.840872508	3.4552529183	1.280155642	1.560311284	0.8039539062	66049	39835	524.1860819007	663.8742498136	1104.9868507755	632.6544690272	110.2465585577	5.9273743017	3.5586592179	1.3687150838	0.8641603921	32041	24165	2775.8422008533	1552.4459151722	6674.8572924711	154.3177682992	785.9098683509	5.5714285714	1.7857142857	1.2142857143	0.9259259259	196	56	0	41.1831045032	41.1831045032	41.1831045032	0	3	1	1	1	9	3	1375.3412383137	1608.7321686383	2549.3545741272	1775.6905548807	398.539780035	8	4	1.5	0.3443877551	16	8
225	354	187.072282003	267.5950307693	421.9449789883	225.0803797239	19.902762554	2.6169014085	1.0957746479	1.1943661972	0.9153295062	126025	80230	187.072282003	267.5950307693	421.9449789883	225.0803797239	19.902762554	2.6169014085	1.0957746479	1.1943661972	0.9153295062	126025	80230	469.332558315	640.7009513663	1260.6275244465	575.5530718009	179.5092318509	26.1487603306	9.479338843	1.6776859504	0.8212749018	14641	8954	417.2660562589	463.2012281476	869.0946334125	481.4371103422	104.2600047316	3.5652173913	1.1739130435	1.8260869565	0.5083031401	529	230	2775.8422008533	1552.4459151722	6674.8572924711	154.3177682992	785.9098683509	5.5714285714	1.7857142857	1.2142857143	0.9259259259	196	56	5208.1204097565	5275.6571273056	11963.8636127492	4967.8542376126	2529.3607140733	103	69	1	0.9806767839	1	1
226	355	264.7505078934	337.5677091347	582.5694043074	327.3913731195	41.9920368177	2.7047619048	1.480952381	1.2619047619	0.8885769409	44100	31290	264.7505078934	337.5677091347	582.5694043074	327.3913731195	41.9920368177	2.7047619048	1.480952381	1.2619047619	0.8885769409	44100	31290	270.6160424018	598.1162083516	872.5586107749	608.3542419701	93.4849044178	5.6428571429	3.6428571429	1.3214285714	0.7996571074	784	616	396.675207522	513.5127697965	767.279863144	484.4459427461	116.2583008924	3.8333333333	1.2916666667	1.75	0.6422453704	576	216	417.2660562589	463.2012281476	869.0946334125	481.4371103422	104.2600047316	3.5652173913	1.1739130435	1.8260869565	0.5083031401	529	230	0	70.2065419598	70.2065419598	70.2065419598	0	3	1	1	1	9	3
227	356	354.4787866928	464.2749760035	1070.5542459791	356.0713262039	110.1345664671	5.7441860465	2.0387596899	1.3875968992	0.8706176126	16641	10836	354.4787866928	464.2749760035	1070.5542459791	356.0713262039	110.1345664671	5.7441860465	2.0387596899	1.3875968992	0.8706176126	16641	10836	813.2541034578	676.6450564393	1611.766483998	634.5677922443	263.8890674044	91.4927536232	26.347826087	1.9565217391	0.8009716342	4761	3036	373.9946411729	1321.7027965147	1745.8111094473	1222.0647422058	131.8734237723	5.3428571429	2	1.4	0.8452218983	1225	385	396.675207522	513.5127697965	767.279863144	484.4459427461	116.2583008924	3.8333333333	1.2916666667	1.75	0.6422453704	576	216	3043.2079484555	2242.8507278243	6192.2835810953	2031.8405548134	1160.8689104023	500.5	138.5	5	0.4548447876	4	4
228	359	282.5547526866	254.7415720236	363.0192550308	267.0870438484	113.2861857125	1.75	1.5	1.25	0.875	16	16	282.5547526866	254.7415720236	363.0192550308	267.0870438484	113.2861857125	1.75	1.5	1.25	0.875	16	16	457.7220947792	520.4307462826	1049.3572068674	474.293667704	149.0151443869	39.1789215686	12.4656862745	1.6274509804	0.8050839849	166464	100776	0	36.8528080302	36.8528080302	36.8528080302	0	3.9090909091	1	1.2727272727	0.8787878788	121	33	373.9946411729	1321.7027965147	1745.8111094473	1222.0647422058	131.8734237723	5.3428571429	2	1.4	0.8452218983	1225	385	1425.8191004196	1128.7218497098	3583.7138479971	909.6605381297	604.4206364069	127.8484848485	33.2575757576	4	0.3722502575	4356	1056
229	360	611.2627725839	751.2727285087	1169.3271309483	825.4764557276	177.1287911267	4.2222222222	2.3333333333	1.2222222222	0.6252834467	81	63	611.2627725839	751.2727285087	1169.3271309483	825.4764557276	177.1287911267	4.2222222222	2.3333333333	1.2222222222	0.6252834467	81	63	501.0845997317	477.0913788352	1230.8044665777	447.0752317675	196.9494992898	45.8131868132	13.684981685	1.8388278388	0.7836454608	74529	43407	359.1115865651	235.2478071162	960.2960355192	92.32207679	198.1132188687	4.375	1.5416666667	1.6666666667	0.742154195	576	192	0	36.8528080302	36.8528080302	36.8528080302	0	3.9090909091	1	1.2727272727	0.8787878788	121	33	2352.7620937634	2073.0895319574	4277.8059160072	2017.4761949634	534.56774951	73	24.75	2.4375	0.4860006311	256	192
230	361	580.0130767155	355.6774980407	616.0435807998	355.6774980407	0.0035565009	1.8	1.4	1	1	25	20	580.0130767155	355.6774980407	616.0435807998	355.6774980407	0.0035565009	1.8	1.4	1	1	25	20	418.5665947557	437.1999202428	871.5350121338	380.8883919622	111.1237307979	23.0485175202	8.1320754717	1.4150943396	0.8926718574	137641	86072	1397.1475789855	1483.2904279527	2507.0763175584	2346.767900228	43.1061419	7.7142857143	2.2857142857	2	0.735625	49	21	359.1115865651	235.2478071162	960.2960355192	92.32207679	198.1132188687	4.375	1.5416666667	1.6666666667	0.742154195	576	192	2043.5242046199	1746.4926752963	4547.049644425	1343.5633001237	770.6682381494	18.1052631579	11.3684210526	2.8421052632	0.6108744874	361	247
231	362	0	83.1760057616	83.1760057616	83.1760057616	0	1	1	1	1	16	16	0	83.1760057616	83.1760057616	83.1760057616	0	1	1	1	1	16	16	466.7932205537	488.9834064567	1008.8824772169	463.8020256215	121.4694738962	21.7431192661	8.3577981651	1.4724770642	0.8692610866	47524	33354	518.592528646	440.3693485683	873.4077087572	536.1713875018	60.7826995032	4.1081081081	1.5405405405	1.7297297297	0.7009947447	1369	518	1978.3917748737	1944.5155995577	3968.7917938239	2635.196720521	355.6563601397	9.625	4.875	2.5	0.6760442758	64	32	175.4501497662	121.6113113606	352.5508967906	28.0406750999	36.3192144112	9	3	3	0.5061728395	25	5
232	363	67.3376940644	78.859900988	111.2942501694	78.859900988	0.0006106161	1.6818181818	1.0454545455	1.0454545455	0.9772727273	484	352	67.3376940644	78.859900988	111.2942501694	78.859900988	0.0006106161	1.6818181818	1.0454545455	1.0454545455	0.9772727273	484	352	784.0432550037	779.4847898741	1933.6689032132	652.1847671011	275.3478698949	66.4255319149	20	1.8368794326	0.8315927763	19881	12408	412.3635368501	464.0109101018	1342.5666713273	306.2326562869	234.0032346926	16.3611111111	2.3472222222	2.5833333333	0.5544908664	5184	1224	518.592528646	440.3693485683	873.4077087572	536.1713875018	60.7826995032	4.1081081081	1.5405405405	1.7297297297	0.7009947447	1369	518	1363.8692866933	1067.6474958813	2811.1849477252	922.0550055494	545.6765815006	129.4	38.8416666667	2.7166666667	0.6463777071	14400	4800
233	364	0	80.312501886	80.312501886	80.312501886	0	1	1	1	1	9	9	0	80.312501886	80.312501886	80.312501886	0	1	1	1	1	9	9	1342.8749339911	1030.2952756511	2606.0173604568	967.4866453695	536.1607466755	200.8	55.8	2.6	0.756937915	25	25	965.0313552759	3482.9135051142	4317.5343553737	3788.5484055954	247.370476887	8.5555555556	3.2222222222	2.3333333333	0.5267699506	81	63	412.3635368501	464.0109101018	1342.5666713273	306.2326562869	234.0032346926	16.3611111111	2.3472222222	2.5833333333	0.5544908664	5184	1224	658.624982206	639.0437319048	1442.1718836263	586.4350919874	247.2682705655	38.1803278689	13.2540983607	1.6803278689	0.8033728733	14884	4270
234	365	135.1276572546	660.6564678137	723.4858171472	658.3126555211	3.7635788239	1.4	1.24	1.2	0.905	625	575	135.1276572546	660.6564678137	723.4858171472	658.3126555211	3.7635788239	1.4	1.24	1.2	0.905	625	575	611.2627725839	751.2727285087	1169.3271309483	825.4764557276	177.1287911267	4.2222222222	2.3333333333	1.2222222222	0.6252834467	81	63	137.9347181264	205.4810442269	474.7438413643	153.5138649888	36.4245871042	4.6444444444	1.4666666667	1.8444444444	0.622207315	2025	765	965.0313552759	3482.9135051142	4317.5343553737	3788.5484055954	247.370476887	8.5555555556	3.2222222222	2.3333333333	0.5267699506	81	63	702.2039400061	786.3337457115	1762.0779702202	677.9127064496	285.3037517338	18.4942528736	10.1609195402	1.9195402299	0.6941786926	7569	2871
235	367	543.0316987697	650.6525866879	1581.2991884482	547.0415130434	186.00474069	18.4716981132	2.7075471698	2.3773584906	0.6359875876	11236	5830	594.4716001465	692.9183737356	1699.2384495626	585.4261574315	208.0374803828	18.5140186916	2.8971962617	2.4112149533	0.6324641448	11449	5992	1351.364298889	1175.6741029182	2507.346919458	1124.3736213027	421.5630827629	18.6666666667	12.6666666667	1	0.996779464	36	30	198.2282443944	158.3289160719	489.8013140933	107.1633776865	56.9968679453	5.380952381	1.2857142857	1.5119047619	0.7423688553	7056	2100	266.3948578648	313.4725824131	773.1363693277	251.3548345014	90.9263979893	5.0434782609	1.9347826087	1.9347826087	0.6143110518	2116	828	947.6101750975	906.3660693233	2049.5701928013	834.2149380161	282.5737637379	53.9565217391	16.902173913	2	0.718564718	8464	3588
236	368	300.9284748844	713.7795477222	961.396564142	698.3868971266	37.2696720194	2.7307692308	1.9615384615	1.1923076923	0.9020335548	6084	4914	349.0032712736	731.076578165	996.3521004035	715.8787712478	36.7979078163	2.7215189873	1.9620253165	1.2025316456	0.8969445224	6241	5056	0	83.1760057616	83.1760057616	83.1760057616	0	1	1	1	1	16	16	465.9132194768	341.0519707647	989.8525436165	226.6822986115	122.9666583162	7.010989011	1.7692307692	1.8351648352	0.6061732927	8281	2730	198.2282443944	158.3289160719	489.8013140933	107.1633776865	56.9968679453	5.380952381	1.2857142857	1.5119047619	0.7423688553	7056	2100	1527.9328667914	1256.5091692437	4459.0532553848	1067.5416138836	785.0142311088	156.180952381	41.219047619	4.0285714286	0.4605013542	11025	2730
237	369	793.7890127305	1272.3205218385	2326.7779855838	1065.7545229886	230.9459349715	4.7307692308	2.2307692308	1.8461538462	0.7821759441	676	494	988.3561287809	1416.7935321701	2766.5565834393	1198.6598540842	316.5963776695	5.4074074074	3	2	0.7627982871	729	540	67.3376940644	78.859900988	111.2942501694	78.859900988	0.0006106161	1.6818181818	1.0454545455	1.0454545455	0.9772727273	484	352	512.1412392697	474.4050921827	1700.9620596572	330.8583923299	272.2868328947	5.9101123596	2.0898876404	1.8314606742	0.7091532872	7921	3115	465.9132194768	341.0519707647	989.8525436165	226.6822986115	122.9666583162	7.010989011	1.7692307692	1.8351648352	0.6061732927	8281	2730	1177.2370941465	887.0581802526	3271.6238158647	576.7497500963	496.6561545504	27.3611111111	8.5277777778	2.6944444444	0.5133247077	1296	468
238	371	87.7250748831	78.7591777683	194.2289704833	31.973859638	18.1596072056	5.2	2	2	0.7530864198	100	50	87.7250748831	78.7591777683	194.2289704833	31.973859638	18.1596072056	5.2	2	2	0.7530864198	100	50	0	80.312501886	80.312501886	80.312501886	0	1	1	1	1	9	9	185.6627026452	434.4856120127	642.8831664254	406.775391819	70.6442903853	6.1604938272	1.4444444444	1.8148148148	0.6372065802	6561	1701	512.1412392697	474.4050921827	1700.9620596572	330.8583923299	272.2868328947	5.9101123596	2.0898876404	1.8314606742	0.7091532872	7921	3115	3486.8329199654	2649.1761016123	7312.8073504458	2416.8475127975	1380.503627138	436.75	138.125	4.875	0.6013107193	64	32
239	372	219.0841173782	232.0568237076	468.2180080405	197.4312444227	67.1876710838	2.8859060403	1.4765100671	1.3724832215	0.8625787363	88804	61388	219.0841173782	232.0568237076	468.2180080405	197.4312444227	67.1876710838	2.8859060403	1.4765100671	1.3724832215	0.8625787363	88804	61388	344.7056573298	794.1892994424	1140.9675081093	777.9577476724	89.2980177356	39.6923076923	11.6923076923	1.4615384615	0.8811419067	676	624	467.0912147633	308.7771577435	785.2379243672	148.9987040972	76.1749473043	4.2769230769	1.3538461538	1.5076923077	0.7989673478	4225	1625	185.6627026452	434.4856120127	642.8831664254	406.775391819	70.6442903853	6.1604938272	1.4444444444	1.8148148148	0.6372065802	6561	1701	2963.0630980771	1724.4501935047	7001.7341251171	395.3022538428	882.026476496	71.6666666667	19.8666666667	1.6666666667	0.8831768359	225	75
240	373	115.6182180743	237.4577597147	324.6912069495	226.6209857898	11.4032727903	3.1827586207	1.1620689655	1.2206896552	0.8973865956	84100	51910	115.6182180743	237.4577597147	324.6912069495	226.6209857898	11.4032727903	3.1827586207	1.1620689655	1.2206896552	0.8973865956	84100	51910	948.7227353542	945.5274790248	2416.4908455968	819.8053349876	346.8871289238	73.9739130435	19.5652173913	2.7826086957	0.6092914521	13225	6670	318.6956600506	206.2504685419	460.933388666	115.6334116976	26.7079179832	3.3636363636	1.1212121212	1.4545454545	0.7422138047	1089	429	467.0912147633	308.7771577435	785.2379243672	148.9987040972	76.1749473043	4.2769230769	1.3538461538	1.5076923077	0.7989673478	4225	1625	417.2660562589	463.2012281476	869.0946334125	481.4371103422	104.2600047316	3.5652173913	1.1739130435	1.8260869565	0.5083031401	529	230
241	374	196.541732251	464.0259314935	634.9852540946	440.1862717648	30.5174326469	2.1834532374	1.1582733813	1.2517985612	0.8822693682	77284	55322	196.541732251	464.0259314935	634.9852540946	440.1862717648	30.5174326469	2.1834532374	1.1582733813	1.2517985612	0.8822693682	77284	55322	510.4902798541	901.7083510131	1352.4189218718	890.856968185	104.3059062003	15.3292682927	5.6463414634	1.3170731707	0.8814147573	6724	5494	549.7229071971	427.6399482266	616.5603292088	399.5211208776	63.3898353515	5	2	2.6666666667	0.4444444444	9	6	318.6956600506	206.2504685419	460.933388666	115.6334116976	26.7079179832	3.3636363636	1.1212121212	1.4545454545	0.7422138047	1089	429	959.1346929149	957.9623623239	1982.7629589825	893.8047024602	362.0325154276	81.0740740741	23.9259259259	2.1851851852	0.6282942527	729	297
242	375	188.3565288651	241.898184366	415.1754967695	229.1796056295	30.2705110538	2.3145695364	1.1887417219	1.2284768212	0.8897213196	91204	64628	187.7348901559	256.2095671491	428.9150072344	243.53296392	30.170608377	2.3102310231	1.1881188119	1.2277227723	0.8900852756	91809	65145	1330.2364892527	2045.5772123688	3800.6789363267	1798.6204985534	472.3457383202	11.5806451613	7.3870967742	2.1290322581	0.7615037181	961	744	103.0976773402	2202.6014028017	2303.3723804791	2155.3468078599	23.9251027312	3.625	1.125	1.5	0.6953125	64	24	549.7229071971	427.6399482266	616.5603292088	399.5211208776	63.3898353515	5	2	2.6666666667	0.4444444444	9	6	655.6249664722	1473.638325901	2277.2813079723	1359.7415156787	245.1591300834	58.9459459459	16.6486486486	1.7567567568	0.8149228538	1369	444
