	HEX_600	01_HEX_weighted_average_distance	01_HEX_weighted_mean_home_distance	01_HEX_weighted_max_home_distance	01_HEX_weighted_median_home_distance	01_HEX_weighted_radius_of_gyration	01_HEX_weighted_num_reporting_2015	01_HEX_weighted_HEX_coverage	01_HEX_weighted_subject_coverage	01_HEX_weighted_subject_hhi	01_HEX_total_reporting	01_HEX_total_user	02_HEX_weighted_average_distance	02_HEX_weighted_mean_home_distance	02_HEX_weighted_max_home_distance	02_HEX_weighted_median_home_distance	02_HEX_weighted_radius_of_gyration	02_HEX_weighted_num_reporting_2015	02_HEX_weighted_HEX_coverage	02_HEX_weighted_subject_coverage	02_HEX_weighted_subject_hhi	02_HEX_total_reporting	02_HEX_total_user	03_HEX_weighted_average_distance	03_HEX_weighted_mean_home_distance	03_HEX_weighted_max_home_distance	03_HEX_weighted_median_home_distance	03_HEX_weighted_radius_of_gyration	03_HEX_weighted_num_reporting_2015	03_HEX_weighted_HEX_coverage	03_HEX_weighted_subject_coverage	03_HEX_weighted_subject_hhi	03_HEX_total_reporting	03_HEX_total_user	04_HEX_weighted_average_distance	04_HEX_weighted_mean_home_distance	04_HEX_weighted_max_home_distance	04_HEX_weighted_median_home_distance	04_HEX_weighted_radius_of_gyration	04_HEX_weighted_num_reporting_2015	04_HEX_weighted_HEX_coverage	04_HEX_weighted_subject_coverage	04_HEX_weighted_subject_hhi	04_HEX_total_reporting	04_HEX_total_user	05_HEX_weighted_average_distance	05_HEX_weighted_mean_home_distance	05_HEX_weighted_max_home_distance	05_HEX_weighted_median_home_distance	05_HEX_weighted_radius_of_gyration	05_HEX_weighted_num_reporting_2015	05_HEX_weighted_HEX_coverage	05_HEX_weighted_subject_coverage	05_HEX_weighted_subject_hhi	05_HEX_total_reporting	05_HEX_total_user	06_HEX_weighted_average_distance	06_HEX_weighted_mean_home_distance	06_HEX_weighted_max_home_distance	06_HEX_weighted_median_home_distance	06_HEX_weighted_radius_of_gyration	06_HEX_weighted_num_reporting_2015	06_HEX_weighted_HEX_coverage	06_HEX_weighted_subject_coverage	06_HEX_weighted_subject_hhi	06_HEX_total_reporting	06_HEX_total_user
359	512	355.3095675618	398.9273488554	658.3711888845	397.8230985614	51.3521051827	4.0877192982	1.3684210526	1.4736842105	0.8156199029	3249	1824	355.3095675618	398.9273488554	658.3711888845	397.8230985614	51.3521051827	4.0877192982	1.3684210526	1.4736842105	0.8156199029	3249	1824	994.7494374744	1152.7398960325	1884.8697932524	1162.8249403135	271.0192160293	6.5346534653	3.9405940594	1.4059405941	0.8840964399	10201	6262	1615.736392371	1142.4510549973	2338.8840157964	908.2805634344	142.514176509	3.4615384615	1.6153846154	1.1538461538	0.7713675214	169	91	423.6992731151	272.9929182315	729.5268593077	118.6145961615	0.3840069015	4.2432432432	1.4054054054	1.1621621622	0.9368168168	1369	481	1669.409650336	1253.4004648598	3051.4308040425	1085.8033014119	451.2200283022	63.641025641	20.8717948718	1.9743589744	0.7925703419	1521	663
360	513	0	38.1931659705	38.1931659705	38.1931659705	0	2.0769230769	1	1.4615384615	0.7777777778	169	104	0	38.1931659705	38.1931659705	38.1931659705	0	2.0769230769	1	1.4615384615	0.7777777778	169	104	399.8734385533	528.6306491555	869.2042581132	504.6953578613	57.6134554279	13	4.4466019417	1.4660194175	0.8491221266	10609	8343	1522.3864414942	2306.7748831739	3326.5305374001	2232.7531329336	284.2404362494	4.8888888889	2.2222222222	1.8888888889	0.5891358025	81	36	1615.736392371	1142.4510549973	2338.8840157964	908.2805634344	142.514176509	3.4615384615	1.6153846154	1.1538461538	0.7713675214	169	91	1816.9487708801	1578.4659333046	3628.8957646413	1680.7292260729	558.8740981606	144.76	46.12	2.4	0.8201586756	625	250
361	514	0	42.8355714774	42.8355714774	42.8355714774	0	3.8571428571	1	1.7142857143	0.7714285714	49	21	0	42.8355714774	42.8355714774	42.8355714774	0	3.8571428571	1	1.7142857143	0.7714285714	49	21	625.6650849564	558.4376926568	1382.6251844672	417.79461117	203.9118231781	22.2385321101	7.247706422	1.3944954128	0.8598199625	11881	7957	2502.3140528042	1716.941313342	4188.0616090444	1255.1318115901	615.6238996147	8	6.1666666667	2.1666666667	0.5348377005	36	30	1522.3864414942	2306.7748831739	3326.5305374001	2232.7531329336	284.2404362494	4.8888888889	2.2222222222	1.8888888889	0.5891358025	81	36	765.5073325172	585.4771190269	1099.7048289934	911.6094960751	257.5417825158	4.25	1.375	1.25	0.9382716049	64	24
362	518	64.0199080419	72.5595791583	116.8968494048	55.3395859441	5.231225988495681e-05	1.8	1.3	1.2	0.825	100	80	64.0199080419	72.5595791583	116.8968494048	55.3395859441	5.231225988495681e-05	1.8	1.3	1.2	0.825	100	80	410.9608220178	544.2457990949	1102.4687229237	439.7064717987	64.6784290899	10.52	4.0466666667	1.28	0.9089910732	22500	16200	1775.6567534362	1162.5687385632	3187.0280318687	805.1028758653	336.3526957393	4.9545454545	1.8636363636	1.9545454545	0.6111868687	484	198	2502.3140528042	1716.941313342	4188.0616090444	1255.1318115901	615.6238996147	8	6.1666666667	2.1666666667	0.5348377005	36	30	633.0300691531	338.2063079821	1366.5913347251	25.899148335	97.1319042679	8.7692307692	2	2.6153846154	0.4729020979	169	39
363	519	122.4670694348	458.7133425821	516.7709944098	459.203909438	31.2699760655	1.3939393939	1.0757575758	1.1212121212	0.9267676768	4356	3828	122.4670694348	458.7133425821	516.7709944098	459.203909438	31.2699760655	1.3939393939	1.0757575758	1.1212121212	0.9267676768	4356	3828	405.697201255	586.9920363955	1002.6914324271	550.074666336	93.5705371798	23.0963855422	7.8795180723	1.3554216867	0.8921721265	27556	18758	40.7663304623	63.8836370351	100.108440831	70.0952006669	2.7402587642	4.5	1.5	1.8181818182	0.7592929293	484	154	1775.6567534362	1162.5687385632	3187.0280318687	805.1028758653	336.3526957393	4.9545454545	1.8636363636	1.9545454545	0.6111868687	484	198	1500.6520805317	1253.4969209053	3050.8206493949	1185.9698631541	540.8015073504	38.625	24	2.5625	0.606607687	256	96
364	520	315.3931198724	461.5052706721	618.9351749836	460.0208923915	1.681779334	2.046875	1.125	1.0625	0.9627130682	4096	3072	315.3931198724	461.5052706721	618.9351749836	460.0208923915	1.681779334	2.046875	1.125	1.0625	0.9627130682	4096	3072	785.0799764248	864.5425575413	1708.6020671798	834.3114938059	221.7577540924	71.3492063492	21	1.9841269841	0.7694039808	3969	2205	484.8807174355	336.0860523982	1205.0642123046	145.5649719795	156.1023339928	6.5	2.5	2.5	0.6388888889	4	4	40.7663304623	63.8836370351	100.108440831	70.0952006669	2.7402587642	4.5	1.5	1.8181818182	0.7592929293	484	154	1638.0044713158	1100.7377599158	3030.476268838	785.0437760208	0.098615607	3.7777777778	1.5555555556	1.3333333333	0.875	81	27
365	521	214.5483193223	401.8047149971	593.604400966	391.5767152916	28.4438904426	2.4615384615	1.3717948718	1.2692307692	0.895582592	6084	4134	214.5483193223	401.8047149971	593.604400966	391.5767152916	28.4438904426	2.4615384615	1.3717948718	1.2692307692	0.895582592	6084	4134	771.9343571075	635.2125350909	1691.9638775676	585.1232262605	290.7124487726	86.4	29.1333333333	2.2666666667	0.715943914	225	150	1289.2918059453	1054.2621332068	2011.9487333448	1054.2621332068	0.0181505838	3.2857142857	1.2857142857	1.2857142857	0.7341269841	49	21	484.8807174355	336.0860523982	1205.0642123046	145.5649719795	156.1023339928	6.5	2.5	2.5	0.6388888889	4	4	1962.0178312301	1447.3870277144	4415.13561501	833.9073835397	602.0269276516	19.2888888889	11.2444444444	2.6444444444	0.6754814324	2025	810
366	522	50.8050322721	1377.6625292068	1446.2803976014	1354.7899064086	9.807276844853162e-05	1.75	1.25	1.25	0.90625	16	16	50.8050322721	1377.6625292068	1446.2803976014	1354.7899064086	9.807276844853162e-05	1.75	1.25	1.25	0.90625	16	16	0	42.8355714774	42.8355714774	42.8355714774	0	3.8571428571	1	1.7142857143	0.7714285714	49	21	277.1774289299	168.7688216859	419.144043904	57.1830902175	0.0172691935	3.8888888889	1.0740740741	1.3703703704	0.8393717981	729	243	1289.2918059453	1054.2621332068	2011.9487333448	1054.2621332068	0.0181505838	3.2857142857	1.2857142857	1.2857142857	0.7341269841	49	21	2508.3660921555	2548.3141712051	7665.374881874	1917.8580110502	1282.6253309782	107.6338028169	34.5070422535	3.7746478873	0.5648450269	5041	1846
367	524	0	189.7111668568	189.7111668568	189.7111668568	0	1.6666666667	1	1	1	9	6	0	189.7111668568	189.7111668568	189.7111668568	0	1.6666666667	1	1	1	9	6	64.0199080419	72.5595791583	116.8968494048	55.3395859441	5.231225988495681e-05	1.8	1.3	1.2	0.825	100	80	691.8985350692	1044.5182669815	1556.1093024352	1074.692211774	222.1603504836	4.7692307692	1.7692307692	1.6923076923	0.7539316239	169	78	277.1774289299	168.7688216859	419.144043904	57.1830902175	0.0172691935	3.8888888889	1.0740740741	1.3703703704	0.8393717981	729	243	949.9438595891	708.4734732053	1915.9606764761	595.2417508565	334.6294030115	118.8888888889	35.1851851852	2.1481481481	0.7756343041	729	270
368	525	279.6236077122	434.4377141046	975.0704331036	342.6169206733	154.4828585155	4.6454545455	1.4272727273	1.6727272727	0.8379064078	12100	8030	279.6236077122	434.4377141046	975.0704331036	342.6169206733	154.4828585155	4.6454545455	1.4272727273	1.6727272727	0.8379064078	12100	8030	122.4670694348	458.7133425821	516.7709944098	459.203909438	31.2699760655	1.3939393939	1.0757575758	1.1212121212	0.9267676768	4356	3828	1054.2545771507	1015.7365789327	2807.190093927	689.5433510636	488.0042459646	7.4	2	2.25	0.6986219618	400	120	691.8985350692	1044.5182669815	1556.1093024352	1074.692211774	222.1603504836	4.7692307692	1.7692307692	1.6923076923	0.7539316239	169	78	101.8803200065	77.7151582561	114.6438006895	77.7151582561	6.851227498714252e-05	3.1	1.1	1.4	0.7791666667	100	40
369	526	265.7828409165	1079.0864102772	1246.7995055415	1054.2540282398	32.1768600446	1.7923076923	1.1769230769	1.2230769231	0.9190854701	16900	13650	265.7828409165	1079.0864102772	1246.7995055415	1054.2540282398	32.1768600446	1.7923076923	1.1769230769	1.2230769231	0.9190854701	16900	13650	684.5260872297	717.1042390454	1377.1850200741	688.8991183588	162.995064607	51.6811594203	16.7391304348	1.4782608696	0.9230988855	4761	3450	18.3082567534	152.3217954566	162.1044009685	157.7398274773	1.3396318342	4.6666666667	1.5555555556	1.2222222222	0.9320987654	81	27	1054.2545771507	1015.7365789327	2807.190093927	689.5433510636	488.0042459646	7.4	2	2.25	0.6986219618	400	120	417.5963961327	362.5055420104	810.2898558321	374.9242586233	99.8330809337	44.7083333333	12.5833333333	1.7916666667	0.6924176212	576	240
370	527	652.2538232047	801.3209127972	1426.1421515497	681.2891658842	90.3770054322	4.067961165	1.4368932039	1.2815533981	0.8984131254	10609	7004	652.2538232047	801.3209127972	1426.1421515497	681.2891658842	90.3770054322	4.067961165	1.4368932039	1.2815533981	0.8984131254	10609	7004	214.5483193223	401.8047149971	593.604400966	391.5767152916	28.4438904426	2.4615384615	1.3717948718	1.2692307692	0.895582592	6084	4134	0	52.147940566	52.147940566	52.147940566	0	4	1	1.5	0.8125	64	16	18.3082567534	152.3217954566	162.1044009685	157.7398274773	1.3396318342	4.6666666667	1.5555555556	1.2222222222	0.9320987654	81	27	1420.5779838318	962.3977479205	2661.8173670472	643.5692682552	456.9376432838	156	43.3076923077	2.5384615385	0.6848240372	169	91
371	528	551.0782223826	840.2792566642	1378.513893434	777.9628807642	126.5429354215	3.2988505747	1.9310344828	1.275862069	0.8965230593	7569	4872	551.0782223826	840.2792566642	1378.513893434	777.9628807642	126.5429354215	3.2988505747	1.9310344828	1.275862069	0.8965230593	7569	4872	50.8050322721	1377.6625292068	1446.2803976014	1354.7899064086	9.807276844853162e-05	1.75	1.25	1.25	0.90625	16	16	363.8186368526	3423.5214893913	3972.7457499118	3385.0219393149	126.4019954061	8.9444444444	4.7222222222	1.9444444444	0.6689972558	324	90	0	52.147940566	52.147940566	52.147940566	0	4	1	1.5	0.8125	64	16	1845.1961878498	1657.4877719499	3539.0844843418	1194.1502802714	482.8294783537	46.406779661	15.0508474576	1.9491525424	0.7562735683	3481	1416
372	529	294.5300596685	292.2313053262	465.6903785364	336.4581715545	30.230807565	1.9	1.16	1.05	0.9746318212	10000	7700	294.5300596685	292.2313053262	465.6903785364	336.4581715545	30.230807565	1.9	1.16	1.05	0.9746318212	10000	7700	0	189.7111668568	189.7111668568	189.7111668568	0	1.6666666667	1	1	1	9	6	686.5948731968	368.7500493318	1383.0640653282	31.9655503144	4.1767265308	3.8260869565	1.3043478261	1.2608695652	0.8357487923	529	161	363.8186368526	3423.5214893913	3972.7457499118	3385.0219393149	126.4019954061	8.9444444444	4.7222222222	1.9444444444	0.6689972558	324	90	2117.6832559685	1444.5913718716	3570.1766323444	1093.3026274321	596.323625043	24.15	14.8	2.1	0.6859804976	400	240
373	530	0	27.0685862322	27.0685862322	27.0685862322	0	1	1	1	1	1	1	0	27.0685862322	27.0685862322	27.0685862322	0	1	1	1	1	1	1	370.9899367617	510.6813907944	1167.8537592527	414.5071478851	194.1976262616	14.3839285714	4.4553571429	1.7232142857	0.8342417073	12544	8400	0	29.1721354385	29.1721354385	29.1721354385	0	3	1	1	1	9	3	909.9493012341	568.9309556427	1917.1364012596	224.5585883251	109.9821915844	4.625	2.2083333333	1.4583333333	0.8117167262	576	192	1255.2821485218	1029.6360179483	2638.8974889636	828.2991320192	326.2772481393	49.3409090909	21.1136363636	1.9090909091	0.8479148886	1936	792
374	532	98.2540011837	929.6315947721	994.5253442779	970.3981419031	32.1927234657	1.671875	1.0625	1.078125	0.9688464506	4096	3264	98.2540011837	929.6315947721	994.5253442779	970.3981419031	32.1927234657	1.671875	1.0625	1.078125	0.9688464506	4096	3264	434.9100445872	1180.8074237447	1570.5671467695	1140.5748501325	99.5684771918	18.7537313433	6.8134328358	1.3955223881	0.901877651	17956	14338												0	29.1721354385	29.1721354385	29.1721354385	0	3	1	1	1	9	3	1899.1949114308	1356.0267003661	2998.8215705367	1112.6237411501	291.453091796	74.4285714286	21	1.6428571429	0.7366048109	196	112
375	533	456.6123040798	358.9556431169	1026.3165224994	165.6226395258	60.1297818446	5.9047619048	1.7142857143	2.0476190476	0.6498917749	441	231	456.6123040798	358.9556431169	1026.3165224994	165.6226395258	60.1297818446	5.9047619048	1.7142857143	2.0476190476	0.6498917749	441	231	922.4560461322	1006.358532699	1915.6462603949	875.2707643934	171.7741273172	10.7592592593	5.6388888889	1.4166666667	0.8805224578	11664	7884																							2221.1791197591	2606.0587717314	4714.2479580546	2477.8715179571	637.6224746575	114.8181818182	38.6363636364	2.7272727273	0.5636337093	121	66
376	534	921.720400228	1302.1618287088	1762.3734638281	1302.1618287088	0.0667941634	1.3846153846	1.0769230769	1	1	169	143	921.720400228	1302.1618287088	1762.3734638281	1302.1618287088	0.0667941634	1.3846153846	1.0769230769	1	1	169	143	723.4108484789	958.5386920966	1737.6851724091	885.9132546025	195.5286789309	28.3666666667	9.6111111111	1.4888888889	0.8767804815	8100	5220																							2942.5771394335	2062.0225671733	5243.7684909182	1614.2679887135	845.9146268879	149.2857142857	44.2857142857	3	0.499102254	49	42
377	535	214.5982440325	301.3495253596	461.0192417513	322.0047140119	50.4425635481	2.4444444444	1.1944444444	1.2777777778	0.8628125	1296	900	214.5982440325	301.3495253596	461.0192417513	322.0047140119	50.4425635481	2.4444444444	1.1944444444	1.2777777778	0.8628125	1296	900	554.2399270408	489.7047081931	1027.7423014057	514.0531112332	133.0677448591	35.4761904762	11.780952381	1.3619047619	0.9428949228	11025	8295																							2232.6766221289	1518.9617007549	4193.9458419038	1160.780736936	563.3094511139	124	34.4	2.68	0.5720071935	625	250
378	536	1134.0030955263	783.2848358952	2119.2576497644	564.7274624295	0.0682723433	2.9230769231	1.3846153846	1.2307692308	0.9134615385	169	91	1134.0030955263	783.2848358952	2119.2576497644	564.7274624295	0.0682723433	2.9230769231	1.3846153846	1.2307692308	0.9134615385	169	91	0	27.0685862322	27.0685862322	27.0685862322	0	1	1	1	1	1	1																							40.7663304623	63.8836370351	100.108440831	70.0952006669	2.7402587642	4.5	1.5	1.8181818182	0.7592929293	484	154
379	537	496.5045379843	596.8004364262	1406.5969184289	397.9868813877	135.164031931	3.8842975207	1.9090909091	1.5289256198	0.8622984253	14641	10406	496.5045379843	596.8004364262	1406.5969184289	397.9868813877	135.164031931	3.8842975207	1.9090909091	1.5289256198	0.8622984253	14641	10406	98.2540011837	929.6315947721	994.5253442779	970.3981419031	32.1927234657	1.671875	1.0625	1.078125	0.9688464506	4096	3264																							3765.5418920082	2908.9639212515	7980.2193243407	2538.8770504178	1404.9648955996	285	107.2	5.2	0.4612765722	25	25
380	538	892.07509709	1531.8313171225	3604.6441977592	1243.8765689005	487.8697041011	6.4785714286	2.6357142857	1.9857142857	0.8095892329	19600	12320	892.07509709	1531.8313171225	3604.6441977592	1243.8765689005	487.8697041011	6.4785714286	2.6357142857	1.9857142857	0.8095892329	19600	12320	456.6123040798	358.9556431169	1026.3165224994	165.6226395258	60.1297818446	5.9047619048	1.7142857143	2.0476190476	0.6498917749	441	231																							2243.7059955595	1738.3172347522	4137.7400775261	1657.5561150395	495.049448349	224.1111111111	61.6666666667	2.7777777778	0.6342520044	81	36
381	539	306.9652520361	334.7495529745	499.6871097583	319.3306785743	0.0057209322	1.8765432099	1.0617283951	1.1234567901	0.9282407407	6561	4779	306.9652520361	334.7495529745	499.6871097583	319.3306785743	0.0057209322	1.8765432099	1.0617283951	1.1234567901	0.9282407407	6561	4779	921.720400228	1302.1618287088	1762.3734638281	1302.1618287088	0.0667941634	1.3846153846	1.0769230769	1	1	169	143																							491.5258303452	335.6331720798	854.4610848788	202.3879109897	84.0142623803	8.8571428571	4.8571428571	1.5357142857	0.8236998583	784	280
382	540	39.1847384641	59.1358241303	73.3391481431	59.1358241303	2.635087499505482e-05	2.1923076923	1.0384615385	1.2307692308	0.8766025641	676	390	39.1847384641	59.1358241303	73.3391481431	59.1358241303	2.635087499505482e-05	2.1923076923	1.0384615385	1.2307692308	0.8766025641	676	390	673.8015851202	652.0433578708	1413.2736489533	624.3399495626	221.8673380933	16.5641025641	10.4615384615	1.6666666667	0.825787769	1521	1053																							1820.8981378402	1838.3485216793	3936.9008171111	1779.182832061	711.7895436437	185.6470588235	53.5882352941	2.7647058824	0.6844621542	289	136
383	542	136.6278713834	288.6924333186	367.2282847366	295.3739912723	1.7035874594	1.9292929293	1.0808080808	1.2727272727	0.8493265993	9801	6633	136.6278713834	288.6924333186	367.2282847366	295.3739912723	1.7035874594	1.9292929293	1.0808080808	1.2727272727	0.8493265993	9801	6633	1134.0030955263	783.2848358952	2119.2576497644	564.7274624295	0.0682723433	2.9230769231	1.3846153846	1.2307692308	0.9134615385	169	91																							1054.2545771507	1015.7365789327	2807.190093927	689.5433510636	488.0042459646	7.4	2	2.25	0.6986219618	400	120
384	543	270.3408322739	194.2306705535	460.9512507256	67.6410350633	54.9952363568	2	1.2222222222	1.2222222222	0.9012345679	729	540	270.3408322739	194.2306705535	460.9512507256	67.6410350633	54.9952363568	2	1.2222222222	1.2222222222	0.9012345679	729	540	701.8764747493	762.5090740545	1822.9369506128	543.409201135	215.0096175201	7.6984126984	4.6587301587	1.6349206349	0.8543386068	15876	11214																							531.2110995474	514.4058609429	1179.8882528556	481.2381896968	224.0080990969	26.4	14.6	1.6	0.9001947894	100	40
385	544	552.4631189856	700.4907663772	1171.6204270947	557.7043215163	112.406339672	3.1392405063	1.4746835443	1.2341772152	0.8977327039	24964	17222	552.4631189856	700.4907663772	1171.6204270947	557.7043215163	112.406339672	3.1392405063	1.4746835443	1.2341772152	0.8977327039	24964	17222	1213.7786184305	1772.8311701283	4195.21456236	1476.3915186647	603.089273851	51.3311258278	16.7682119205	2.3311258278	0.7771787875	22801	14043																							0	52.147940566	52.147940566	52.147940566	0	4	1	1.5	0.8125	64	16
386	545	789.0037701902	673.7607062135	1158.9055203077	604.9257325604	86.5445575018	1.8953488372	1.3023255814	1.1744186047	0.9096010982	7396	5848	773.6741851405	659.7789055602	1134.4199624536	592.5083631265	84.5776362842	1.8977272727	1.2954545455	1.1704545455	0.9116556187	7744	6072	563.4774713071	521.8025258134	1033.1377226836	485.8348022437	106.2985111237	38.6588235294	11.9058823529	1.4235294118	0.8993191319	7225	5185																							1162.2230232627	3595.0492528812	5190.4948426432	3492.0785817046	427.9931298725	74.9047619048	29.3333333333	2.6666666667	0.6224074137	441	168
387	546	308.1681733518	786.1168490546	1026.9403902459	731.1937921643	0.1402830113	2.3557692308	1.1730769231	1.1346153846	0.9390598291	10816	7384	308.1681733518	786.1168490546	1026.9403902459	731.1937921643	0.1402830113	2.3557692308	1.1730769231	1.1346153846	0.9390598291	10816	7384	39.1847384641	59.1358241303	73.3391481431	59.1358241303	2.635087499505482e-05	2.1923076923	1.0384615385	1.2307692308	0.8766025641	676	390																							1096.9175555531	711.4741210234	2303.5713364956	366.3396468503	194.6892635421	44.32	13.04	1.72	0.7906356401	625	225
388	547	374.7857874975	898.573850116	1157.9407856941	853.8059620231	27.2453840328	1.75	1.1323529412	1.0735294118	0.9342320261	4624	3604	374.7857874975	898.573850116	1157.9407856941	853.8059620231	27.2453840328	1.75	1.1323529412	1.0735294118	0.9342320261	4624	3604	191.1031492617	327.1306098871	479.3360997108	330.1111018742	23.96314149	11.88	3.8	1.34	0.8436802291	10000	6800																							0	29.1721354385	29.1721354385	29.1721354385	0	3	1	1	1	9	3
389	548	0	40.6309588815	40.6309588815	40.6309588815	0	1	1	1	1	9	9	0	40.6309588815	40.6309588815	40.6309588815	0	1	1	1	1	9	9	636.8108203384	465.8361477678	1227.6449425487	322.9130361937	204.8341159548	70.6206896552	19.9655172414	1.6896551724	0.8587142236	841	609																																	
390	550	0	21.6418889619	21.6418889619	21.6418889619	0	1.8	1	1	1	25	15	0	21.6418889619	21.6418889619	21.6418889619	0	1.8	1	1	1	25	15	706.6189891711	828.7942944076	1529.0523566495	661.0831777878	174.7670325159	17.6564417178	6.0981595092	1.3742331288	0.887240126	26569	18256																																	
391	551	621.7392449201	1070.770126389	1434.2050637929	1055.2772019201	59.5021459465	2.2093023256	1.2790697674	1.3953488372	0.7744702842	1849	1333	621.7392449201	1070.770126389	1434.2050637929	1055.2772019201	59.5021459465	2.2093023256	1.2790697674	1.3953488372	0.7744702842	1849	1333	892.8568962036	753.3409011177	1397.1323901205	675.2767356867	132.53103125	6.4666666667	4.1333333333	1.2888888889	0.8996623328	8100	6390																																	
