	HEX_600	HEX_weighted_average_distance	HEX_weighted_mean_home_distance	HEX_weighted_max_home_distance	HEX_weighted_median_home_distance	HEX_weighted_radius_of_gyration	HEX_weighted_num_reporting_2015	HEX_weighted_HEX_coverage	HEX_weighted_subject_coverage	HEX_weighted_subject_hhi	HEX_total_reporting	HEX_total_user	HEX_normalized_total_311_per_100	HEX_num_311_including_government_users	HEX_total_population	HEX_income_below_poverty	HEX_below_poverty_unemployed	HEX_above_poverty_unemployed	HEX_total_housing_units	HEX_Owner_occupied_housing_units	HEX_Renter_occupied_housing_units	HEX_less_than_bacholar	HEX_estimate_total_for_degree	HEX_White_population	HEX_Black_or_African_American_population	HEX_American_Indian_and_Alaska_Native_population	HEX_Asian_population	HEX_Native_Hawaiian_and_Other_Pacific_Islander_population	HEX_Some_other_race_population	HEX_Mean_travel_time_to_work_minutes	HEX_Foreign_born_population	HEX_Citizen_population	HEX_obrien.IndividualNeeds	HEX_obrien.PublicNeeds	HEX_minkoff.CausedByHumanBehavior	HEX_minkoff.CausedByUsage	HEX_wheeler.Detritus	HEX_wheeler.Infrastructure	HEX_600_coverage_in_HEX	HEX_income_below_poverty_percentage	HEX_renter_occupied_housing_units_percentage	HEX_below_poverty_unemployed_percentage	HEX_above_poverty_unemployed_percentage	HEX_less_than_bacholar_percentage	poverty_index	HEX_Foreign_born_population_percentage	HEX_Citizen_population_percentage	HEX_White_population_percentage	HEX_Black_or_African_American_population_percentage	HEX_American_Indian_and_Alaska_Native_population_percentage	HEX_Some_other_race_population_percentage	user_type	frequency
	323	510.6597801094	379.176401771	1019.1755350151	255.87244086	213.1981685847	12.4390243902	2.5853658537	2.9268292683	0.5036876513	1681	451	46.8889655	562	1198.576241	185.9035403	18.54359844	35.97293224	450.9651358	166.8855661	284.0795698	442.6126261	875.1320667	566.6455786	317.2155358	6.083562201	82.07368048	3.911376641	272.9380943	31.6413812557	368.9092183	998.986391	124	341	4	201	64	103	4.776595745	0.2207945675	0.192057562	-0.1249661004	0.0074342154	-0.1168332922	0.16502805	0.3077895303	0.8334775518	0.472765569	0.2646602902	0.0050756573	0.2277185922	non_gov	heavy
	324	565.8914412672	395.1010448097	988.2272986425	262.1206498336	147.8882599859	5.186440678	1.6101694915	1.6949152542	0.2187090203	3481	1062	27.82769808	675	2425.640806	642.7625148	110.0215233	85.12609672	975.4636788	127.2171852	848.2464936	1193.643037	1402.327334	341.5640091	1657.656323	1.59906061	34.04398265	0	501.5223209	37.0956415693	550.2335403	2151.824049	141	416	9	281	95	88	9.109311741	1.6164311978	1.3893485697	2.4197181603	0.3591869081	0.7282712607	3.1564153911	0.2268404864	0.8871157031	0.1408139277	0.6833890323	0.0006592322	0.2067586922	non_gov	heavy
	325	303.6122739484	217.8939066084	748.8454514176	104.7357106966	80.979948508	5.4509803922	1.5980392157	1.5490196078	0.2247009178	10404	3570	31.25003756	1057	3382.395935	876.6937567	154.1979713	112.3111953	1385.77319	203.7125916	1182.060598	1756.709622	2077.410142	428.1712195	2342.498745	5.391206809	55.71302206	0.918929833	658.6886083	35.1344360682	752.4321658	3046.182299	262	632	2	336	220	107	5.595174263	1.5428465021	1.3064850691	2.4393587539	0.2283742844	0.9159551954	3.0977137262	0.2224553779	0.9005989711	0.1265881428	0.6925560431	0.0015939018	0.1947402436	non_gov	heavy
	326	542.6821343456	455.6925840311	1636.350938644	260.8895643502	291.267451778	7.5102040816	2.5850340136	1.8367346939	0.2938781439	21609	6321	39.63808657	1103	2782.677207	618.0632147	180.8970182	78.33021858	983.7592338	171.862476	811.8967578	1377.182036	1558.642914	273.1851389	1840.735134	106.2546439	28.10908934	30.89737679	601.9442124	36.0657041054	741.647888	2378.703186	255	687	10	384	216	123	4.376126126	1.0718623937	1.1681091039	4.0928709929	-0.121590947	0.7476676395	3.5810170045	0.2665231476	0.8548254106	0.0981734921	0.6614979019	0.0381843225	0.2163183753	non_gov	heavy
	327	190.5312198624	184.2472100397	364.2363310889	151.7408140547	44.795648672	4.8111111111	1.3777777778	1.3666666667	0.1690227812	8100	2790	26.80940151	751	2801.256118	585.3569409	160.5086451	115.128699	913.4462446	202.430298	711.0159466	1478.579053	1662.208378	310.7666822	1775.758406	77.64341415	14.56855572	17.12349535	700.2773498	34.6254408726	870.1393256	2360.226684	187	452	3	260	150	98	3.934210526	0.9048594059	0.9337334863	3.4364468875	0.7748674503	0.9741622566	3.0262568007	0.3106246944	0.8425601175	0.1109383323	0.6339150478	0.0277173564	0.249986906	non_gov	heavy
	328	225.305893985	366.5625336587	556.0888187237	333.7205155638	54.8061426687	4.8584070796	1.3362831858	1.5044247788	0.2165695301	12769	3955	29.74074903	1004	3375.839657	571.7893893	109.2800787	164.7481749	1116.917755	353.6913552	763.2263997	1913.033157	2203.864323	485.9147089	1603.352368	50.80811514	147.2879539	52.93478666	1241.147378	31.9040123581	1515.878997	2614.679079	268	600	6	299	235	135	6	0.4020812907	0.4588273617	1.3139794305	1.3081280402	1.2415451672	1.3601875512	0.4490376176	0.7745270347	0.1439389184	0.474949207	0.015050512	0.3676559032	non_gov	heavy
	329	376.6455506837	481.2282784328	1390.9832844842	438.8123450561	201.8159972927	11.9829059829	2	1.8974358974	0.2993413658	13689	3510	50.95793746	1246	2445.153909	387.074033	61.45271366	110.3609587	853.3587264	295.620347	557.7383794	1245.279338	1611.846431	579.1252691	955.4187899	40.47127972	242.6469422	35.18761519	740.7668034	30.9839797931	989.9467068	1974.393569	275	830	14	483	258	185	7.175	0.2614239069	0.310181613	0.6976313113	1.0542368236	0.8465658098	0.8136225835	0.4048606933	0.807472103	0.2368461417	0.3907397348	0.0165516287	0.3029530373	non_gov	heavy
	330	411.8901103679	367.8763457234	958.3094540118	313.6766508682	80.7029439473	4.54	1.74	1.62	0.2634359623	2500	900	54.54287296	673	1233.891732	162.2339635	13.63868832	34.4170878	453.6131768	199.512254	254.1009228	451.3791074	873.2179095	724.4825261	125.2809653	3.669945917	336.3702937	0	82.31653894	29.3586642957	436.1936416	1056.787483	151	430	12	234	120	133	3.474452555	-0.0792325769	-0.1564987632	-0.5011351047	-0.13932051	-0.1406739509	-0.420812009	0.3535104663	0.8564669457	0.5871524278	0.1015331913	0.0029742852	0.066712935	non_gov	heavy
	331	255.2383058982	323.9287596758	516.930439244	301.3024617844	76.672902764	6.6363636364	1.2909090909	2.2363636364	0.3621305573	3025	770	82.1505713	466	567.2510765	63.68810655	5.137965661	28.12554633	239.2646822	104.0459256	135.2187566	216.1783728	436.3457102	328.460549	86.59058833	0.172119017	149.4440089	0	10.24611298	29.4997646202	200.0342921	474.5671078	108	291	3	121	83	99	2.615044248	-0.3231769161	-0.1316580547	-0.671062597	1.3621278009	-0.035522435	-0.6312370438	0.3526380123	0.8366085627	0.5790390933	0.1526494914	0.0003034265	0.0180627475	non_gov	heavy
	344	107.5404298673	89.6329347369	181.9512848067	70.2368887689	6.7202285628	5.2142857143	1.4285714286	1.2857142857	0.1474206349	196	70	33.91130617	148	436.4326141	27.31868272	1.665773336	6.329938678	153.0845696	141.2575789	11.82699069	81.78947082	308.5012219	372.8000727	23.82055871	3.66470134	45.30903475	4.997320009	12.49330002	26	66.46435612	412.6120554	25	102	0	52	20	21	1.593220339	-0.9541625578	-2.5691720837	-1.1172976663	-1.0662089899	-1.3683848923	-2.8308884402	0.1522900763	0.9454198473	0.8541984734	0.0545801527	0.0083969466	0.0286259542	non_gov	heavy
	345	60.2414084142	75.0205533704	115.6574959775	85.1286302953	2.767116736	5.4411764706	1.1764705882	1.9117647059	0.3206599306	1156	306	75.53952659	264	349.4859075	21.87621711	1.333915677	5.068879574	122.5868508	113.1160494	9.47080131	65.49525976	247.0411835	298.5303286	19.07499419	2.93461449	36.28250643	4.001747032	10.00436758	26	53.22323553	330.4109133	35	187	0	95	57	61	2.53125	-0.954162558	-2.5691720839	-1.1172976664	-1.06620899	-1.3683848925	-2.8308884405	0.1522900763	0.9454198473	0.8541984732	0.0545801527	0.0083969466	0.0286259542	non_gov	heavy
	346	178.0939155115	809.6136988226	940.8004141968	830.5064568924	25.1612745666	5.275862069	1.3793103448	1.4827586207	0.2844228927	841	261	31.57847871	417	1320.519598	180.7092241	34.10730988	15.6898888	615.0593657	261.1520465	353.9073192	217.2947855	1042.243685	1082.083304	120.584383	0.048426612	87.99762173	10.4649407	97.22744652	32.9608157323	232.778365	1176.794008	75	314	3	187	91	113	2.476439791	-0.011084299	-0.0803956158	0.7569139142	-1.2477345435	-1.5256368099	0.1526463357	0.1762778571	0.8911598206	0.8194375196	0.0913158602	3.66723917413606e-05	0.0736281738	non_gov	heavy
	347	890.8525235474	1048.7023987792	1902.8260923221	952.698477999	273.2498406731	6.1276595745	3.1063829787	1.8936170213	0.3298379494	2209	987	49.3031861	895	1815.298505	289.0855157	33.73734963	52.38909354	837.3469835	322.6255327	514.7214508	450.0776243	1399.057983	1400.579513	213.0224052	24.13285438	72.38909025	3.257170716	190.9934022	32.0283171053	343.4158796	1665.887139	171	608	45	341	150	208	3.980555556	0.2734525202	0.1159582845	0.1401475308	-0.072403159	-0.9518513745	0.1871262391	0.1891787376	0.9176932248	0.771542261	0.1173484166	0.0132941521	0.1052132207	non_gov	heavy
	348	332.7261133925	245.677334458	791.858723465	106.3676185229	133.3414481457	6.7659574468	1.7659574468	2.1276595745	0.3568270552	2209	611	40.53093926	637	1571.63888	282.1227609	33.50789007	60.43453965	746.0011093	246.3854064	499.6157029	486.0423304	1182.660148	1173.60137	203.9593243	39.75803748	34.66812156	0	210.085952	32.2831508091	319.8730403	1453.346558	111	435	13	274	103	132	5.208163265	0.5307651596	0.3908430248	0.3730485249	0.5917120786	-0.5298740328	0.6791434013	0.2035283323	0.924733141	0.7467372976	0.1297749291	0.0252971837	0.1336731705	non_gov	heavy
	349	243.5813509929	220.639232943	329.8477075297	286.6912141666	9.8018253548	3.5555555556	1.5555555556	2	0.6211419753	81	45	44.72198814	278	621.6181604	94.93331788	12.74430277	21.63901884	239.5682286	95.1633373	144.4048913	217.7376987	469.585187	360.1603083	128.3078141	6.532394382	36.12763619	1.672262766	115.1572806	31.9073356072	163.5562419	534.870791	26	227	7	163	32	128	2.350649351	0.1905154253	0.0563369085	0.3033544413	0.3395625662	-0.2476215772	0.2772047908	0.2631136803	0.860449107	0.5793915481	0.206409372	0.010508693	0.1852540481	non_gov	heavy
	351	146.4420184322	208.690190123	340.2776315028	216.3217372252	44.9087338376	6.25	1.2	1.75	0.4033070988	400	120	26.47164309	268	1012.4041	272.9431798	50.68788034	35.18280882	394.7322877	40.24587943	354.4864083	515.4797978	596.5871813	135.1853439	654.2472699	1.122399403	19.86338535	0.001244231	241.3371295	38.5690858946	231.1278864	909.5623673	44	181	2	136	35	45	9.670212766	1.6750133138	1.5315357589	2.8206787742	0.3354751381	0.8457361443	3.5006286328	0.228296079	0.8984182969	0.1335290364	0.6462313516	0.0011086476	0.2383802372	non_gov	heavy
	352	304.8690044675	274.0656831544	597.9807952062	205.3284642022	73.5380843035	6	1.6474358974	1.7756410256	0.342688375	24336	7488	44.45039438	1399	3147.328656	711.476996	162.60439	187.5916917	1162.004362	225.8033769	936.2009851	1664.861521	1953.291736	331.1252661	2156.586881	8.724718268	62.21016005	12.83896409	692.037702	35.1584658044	1112.939131	2559.36593	275	922	17	536	282	233	6.34351145	1.1219863207	1.0700730777	2.9566906855	2.0558616042	0.9820682128	2.9855621568	0.3536138906	0.8131867402	0.1052083536	0.6852118468	0.0027721027	0.2198809777	non_gov	heavy
	353	350.7005672011	325.8001897048	1159.0176493477	299.9263461909	181.1738121821	6.2935779817	1.6055045872	2.2201834862	0.3980169367	11881	3270	36.61782032	971	2651.714361	530.706442	104.8353071	145.6312577	859.4750173	194.1429101	665.3321072	1545.069903	1709.247556	317.8360582	1661.025774	26.14128575	57.57753974	12.91937159	682.6249433	34.1768199913	1037.451567	2110.328803	183	623	7	354	209	111	4.667532468	0.7927695739	0.9123810056	1.9239340784	1.7316204805	1.3515401845	2.1961626865	0.3912380542	0.7958356428	0.1198605939	0.6263969447	0.0098582585	0.2574277808	non_gov	heavy
	354	369.6492192411	254.7510028797	640.4224388884	122.3588877822	61.9727195957	5.1315789474	1.2280701754	1.4122807018	0.1605967133	12996	3648	41.20999521	1225	2972.579817	581.0792061	127.6759293	168.5394167	875.9580919	208.576645	667.3814469	1761.339469	1933.823444	386.2975468	1824.19113	12.47759596	78.16282972	0	762.9750535	32.7461287025	1265.817394	2290.55046	300	751	4	465	245	120	6.728	0.7336161629	0.8512932906	2.2148163511	1.854729776	1.4193938874	2.2866661146	0.425831255	0.7705597834	0.1299536331	0.6136727161	0.0041975647	0.2566710065	non_gov	heavy
	355	709.2149016197	602.6199354496	1326.4368434598	569.7425421697	135.6641449	5.7846153846	2.5076923077	1.6923076923	0.2830591141	4225	1690	31.2302004	1061	3397.352519	613.9600145	97.04737561	158.5150243	1061.933132	264.1828375	797.7502941	1784.332929	2074.355572	517.8648113	1808.831949	28.36756433	532.4881981	1.28481707	585.1516644	30.9709639982	1329.754781	2737.768443	219	702	8	477	236	126	4.726190476	0.5461151139	0.7980209955	0.9899469118	1.1597257146	0.9561718995	1.4374375122	0.3914091262	0.8058535073	0.1524318741	0.5324239798	0.0083499031	0.1722375471	non_gov	heavy
	356	638.8234537026	876.500157593	2135.4873864601	639.9192961668	240.8023343823	11.0847457627	3.2203389831	1.7796610169	0.2489886097	3481	1239	35.72806184	644	1802.504717	335.8260275	41.15074302	77.68656685	603.3140693	163.8673317	439.4467376	913.5004248	1160.83506	475.3149569	696.8198854	16.80825795	499.5662869	0	167.0031399	29.5669884128	623.3024737	1557.142747	141	427	5	249	122	161	9.134715026	0.6171596378	0.6839275339	0.5015674692	0.9133386533	0.8294340212	1.1411792177	0.3457979709	0.8638772106	0.2636969282	0.386584223	0.0093249453	0.092650598	non_gov	heavy
	359	1130.2190107466	664.9923082419	1098.1030402707	714.3741955411	453.14474285	4	3	2	0.5	1	1	29.45280062	40	135.8105143	4.376278656	0.354270177	1.958905684	59.97585701	44.49216634	15.48369067	37.7818724	104.697257	116.9091584	2.375694128	0.541824977	15.17109934	0	2.667446038	34.7	28.90427855	126.8912416	4	33	0	29	4	28	1.5	-1.3399207301	-1.66534333	-1.220172963	-1.0717472235	-0.7436261412	-2.5175589015	0.2128279883	0.9343256099	0.8608255333	0.0174927114	0.0039895658	0.0196409391	non_gov	heavy
	360	1375.3412383137	1608.7321686383	2549.3545741272	1775.6905548807	398.539780035	8	4	1.5	0.6556122449	16	8	9.391339487	39	415.276224	13.38161839	1.083273869	5.989867278	183.3918939	136.0464536	47.3454403	115.5279721	320.1392894	357.4803769	7.264307125	1.6567718	46.38961041	0	8.156415017	34.7	88.38240335	388.0032113	22	12	0	6	4	4	16.69230769	-1.33992073	-1.6653433296	-1.2201729632	-1.0717472235	-0.7436261411	-2.5175589013	0.2128279883	0.93432561	0.8608255331	0.0174927114	0.0039895657	0.0196409391	non_gov	heavy
	363	0	70.2065419598	70.2065419598	70.2065419598	233.8874267951	3	1	1	0	9	3	23.02737184	104	451.6364296	22.87974063	1.391494687	17.84396703	182.6492419	143.585146	39.06409589	148.4427548	349.9816815	408.0762313	22.75611392	0.129513701	16.40820278	0.176609592	10.51024486	34.4994698615	44.54869363	429.4725934	27	73	0	38	33	27	1.75	-1.1057601655	-1.8866220641	-1.1799465509	0.664841508	-0.3962443434	-2.4379678688	0.0986383974	0.9509254906	0.9035502997	0.0503859132	0.0002867654	0.0232714727	non_gov	heavy
	365	502.260237702	353.1913654876	806.55738003	294.596058173	94.0788302773	4	4	2	0.375	1	1	49.18890945	162	329.3425323	19.98775318	2.237854932	9.466281754	126.8922548	104.9120387	21.98021608	89.93947902	247.4478976	290.3863697	17.80058092	1.351065354	21.28085779	1.570683075	8.150674561	31.2017977762	40.6390784	312.9015531	24	123	4	72	22	38	7.603773585	-0.978365245	-2.0897398657	-0.8637244228	-0.0804887794	-0.7787725642	-2.3597382854	0.1233945647	0.9500793928	0.8817153608	0.0540488372	0.0041023106	0.0247483206	non_gov	heavy
	367	746.7071251148	609.283441788	2214.8487842051	416.6031995718	345.8990296448	33.1403508772	4.0701754386	3.4385964912	0.6155318546	3249	741	48.68758085	763	1567.134753	231.8409654	30.45494459	28.452586	595.3950462	233.4950896	361.8999566	565.297471	1118.300477	920.1982075	398.9651078	18.34009907	123.2710971	1.68400564	171.5652055	34.3150163614	405.4766146	1380.836892	53	597	48	392	85	282	6.891304348	0.1298006607	0.0816180531	0.2123937939	-0.8133965698	-0.1757481484	0.216022709	0.2587375552	0.8811219899	0.5871851197	0.2545825157	0.0117029496	0.1094769963	non_gov	heavy
	368	1796.557614061	1306.4921079442	2789.1045380387	1214.1362043706	223.6180308635	9.6923076923	6.7692307692	2	0.5108755946	169	117	21.0547929	349	1657.579828	259.1759042	31.59899794	39.16509317	646.1130661	238.9769716	407.1360945	621.4445745	1181.260939	981.5186649	412.9800857	27.16469925	111.4126949	0	197.719003	33.9870712314	424.3549	1475.104513	64	226	8	143	65	32	4.375757576	0.2367265925	0.1930291277	0.180874182	-0.4345862791	-0.0780998655	0.3413939015	0.256008726	0.8899146141	0.5921396052	0.2491464234	0.0163881695	0.1192817381	non_gov	heavy
	369	1215.2095367959	714.0338645376	2461.9220664129	355.9861331977	400.3048630782	7.2666666667	3.0666666667	2.4666666667	0.3775616969	225	135	51.0185241	191	374.3738247	68.63582231	9.910301215	9.959922391	135.9638452	48.81631646	87.14752869	154.9327015	271.6344813	216.574553	99.16917656	6.879602942	22.64059093	0	46.41229412	33.8004625552	89.60922645	334.5514126	15	121	16	81	25	62	14.49206349	0.5793640591	0.2471352198	0.8116596675	-0.2285460603	0.1898171284	0.9477390956	0.2393576167	0.8936292832	0.578498118	0.2648934568	0.0183762926	0.1239731281	non_gov	heavy
	371	175.4501497662	121.6113113606	352.5508967906	28.0406750999	36.3192144112	9	3	3	0.4938271605	25	5	29.35615648	32	109.0060956	36.18943793	7.164211186	5.528327332	20.3737164	4.297659251	16.07605715	72.27010503	78.23722023	29.01035783	66.84639787	2.2910555	2.858310761	0.210866459	10.91151828	37.7943976452	24.18042955	93.61341675	12	12	6	6	2	4	3.727272727	2.467506447	0.9870430079	4.1537301042	1.4406011268	1.9042669471	4.5044144941	0.221826398	0.8587906597	0.2661351888	0.6132354113	0.0210176824	0.1001000744	non_gov	heavy
	372	544.1976389092	431.1609951062	1083.38637179	327.9767688372	200.2180885709	5.95	2.36	1.96	0.3120153657	10000	3700	50.70555973	1160	2287.717572	440.3585453	79.31758312	157.9007481	828.3555482	181.5165581	646.8389902	1181.596694	1381.429379	208.8969538	1841.476116	34.54864825	12.15528707	6.367433916	230.0619313	36.1230304069	714.5111549	1929.146825	281	716	7	421	197	141	4.985472155	0.6956194453	0.9461378324	1.509798946	2.7078062745	0.8961884108	1.8806682137	0.3123248969	0.8432626687	0.0913123877	0.8049403207	0.0151017978	0.1005639569	non_gov	heavy
	373	144.5086196732	204.1186650935	355.9775101474	175.5489883825	30.0614979617	6.1	1.3727272727	1.4363636364	0.1841626115	12100	3410	32.97390472	957	2902.295036	502.1612872	123.7762396	203.5537886	1020.930834	290.4407784	730.4900555	1621.685229	1909.841581	270.7335237	2177.218206	17.77542901	33.78242105	3.074981539	467.3429373	33.7223738716	1014.771046	2460.593319	224	602	4	325	194	88	5.540983607	0.4483793367	0.6196066752	2.1889739754	2.7849498741	1.187017465	1.9357826899	0.3496443447	0.8478095054	0.0932825644	0.7501712193	0.0061246113	0.1610253029	non_gov	heavy
	374	265.0483723812	413.0699190814	811.0794963563	330.2271015241	106.0290994627	4.2625	1.4625	1.7125	0.2997389456	6400	2400	38.11335174	1126	2954.345258	450.6121984	116.0176365	176.437168	899.937006	270.5046389	629.432367	1685.228222	1936.68596	339.5624416	2054.647212	18.25881112	151.1830647	0.004415179	460.3038902	34.2283239332	1164.669847	2414.23543	236	727	9	427	259	171	4.950372208	0.1880459076	0.5391922118	1.9013919914	2.0640148758	1.2672807345	1.5892610672	0.3942226603	0.8171812091	0.1149366144	0.6954661803	0.0061803241	0.1558057201	non_gov	heavy
	375	536.3855448589	515.876321804	1071.9770642684	470.1500030133	108.8288356914	4.7023809524	1.619047619	1.5714285714	0.2446923986	7056	2940	42.06729447	1372	3261.441025	537.4292935	143.6589052	150.6340211	956.5660797	259.1314543	697.4346254	1739.755928	2042.383524	463.9610607	2043.526172	8.385008301	285.9687572	0	539.7239961	34.9923019162	1393.597383	2516.807092	296	910	8	619	258	141	8.398963731	0.3437302658	0.6874966629	2.3081746808	1.1270469737	1.0127285368	1.9521537688	0.4272949817	0.7716856054	0.1422564618	0.6265715542	0.002570952	0.1654863577	non_gov	heavy
	376	606.7255126609	603.4679378944	2927.4326676013	448.2463286644	481.4086958043	25.7176470588	3.7294117647	3.3176470588	0.5032749809	7225	1785	48.75726555	1065	2184.289845	369.9434603	79.63575078	72.6459298	678.6496664	212.1784456	466.4712208	1168.392435	1449.054903	509.9862005	1018.950926	5.444305765	497.3818916	0	225.4187802	33.6875189582	873.7943063	1815.615879	149	776	36	488	193	192	13.07179487	0.4019366859	0.4789083415	1.6619844709	0.2320950172	1.0228823198	1.5274929134	0.4000358782	0.8312156389	0.2334791794	0.4664907125	0.0024924832	0.1032000312	non_gov	heavy
	377	899.717474858	641.6271220799	2726.2355960152	327.6718568062	411.8131288198	19.9705882353	3.7941176471	2.5588235294	0.4799613485	1156	374	30.79279481	494	1604.271399	319.2484709	47.44150957	24.43222515	519.6139898	151.7048591	367.9091308	900.4219652	1120.718652	527.4131513	395.1795543	0	652.539319	0	98.0432859	32.2987541166	638.1473493	1413.058258	106	315	5	187	75	106	8.427631579	0.7783148744	0.5822829595	1.0756378972	-1.0159739331	1.2042602981	1.5304456737	0.3977801697	0.8808099795	0.3287555657	0.2463296139	0	0.0611139025	non_gov	heavy
	378	0	41.1831045032	41.1831045032	41.1831045032	233.8874267951	3	1	1	0	9	3	11.12905539	137	1231.011934	233.3010782	33.74715763	21.05421886	407.9712611	127.5572974	280.4139636	682.7403454	870.0870842	440.821528	294.3786205	0.120432969	475.9843378	0	69.66632706	32.0658321014	473.398594	1087.472554	20	101	0	59	24	32	8.414634146	0.6579173904	0.4788359929	0.8919080672	-0.8862653256	1.1585121036	1.2945955744	0.3845605237	0.8833972474	0.3580968761	0.2391354725	9.78324950991092e-05	0.0565927309	non_gov	heavy
	382	2775.8422008533	1552.4459151722	6674.8572924711	154.3177682992	785.9098683509	5.5714285714	1.7857142857	1.2142857143	0.0740740741	196	56	30.7632059	140	455.0891101	14.66452557	1.18712826	6.564120969	200.9738314	149.0893433	51.88448808	126.6037374	350.8313165	391.7523259	7.960742451	1.815607927	50.83702197	0	8.938377489	34.7	96.85569982	425.2014104	27	103	0	76	26	31	2.132075472	-1.3399207299	-1.66534333	-1.2201729631	-1.0717472233	-0.7436261412	-2.5175589015	0.2128279883	0.93432561	0.8608255333	0.0174927114	0.0039895658	0.0196409391	non_gov	heavy
	383	417.2660562589	463.2012281476	869.0946334125	481.4371103422	104.2600047316	3.5652173913	1.1739130435	1.8260869565	0.4916968599	529	230	53.00896432	241	454.6400842	14.65005642	1.185956948	6.557644302	200.7755351	148.9422403	51.83329485	126.4788204	350.4851593	391.3657929	7.95288777	1.813816509	50.78686225	0	8.929558198	34.7	96.76013453	424.781874	36	186	0	146	39	70	1.637362637	-1.33992073	-1.6653433297	-1.2201729631	-1.0717472234	-0.7436261415	-2.5175589014	0.2128279883	0.93432561	0.8608255332	0.0174927114	0.0039895658	0.0196409391	non_gov	heavy
	384	396.675207522	513.5127697965	767.279863144	484.4459427461	116.2583008924	3.8333333333	1.2916666667	1.75	0.3577546296	576	216	66.53399068	312	468.9332427	16.75137177	1.059152798	6.936710714	202.6460881	147.5624022	55.08368596	133.0777456	360.7665216	406.6966542	8.33350103	1.996701252	49.11230533	0	9.105259043	34.2841580842	96.24942279	438.9012503	89	188	5	129	53	64	9.055172414	-1.2954810745	-1.5971132793	-1.2499669521	-1.0462222702	-0.705140699	-2.461819794	0.2052518654	0.9359567852	0.8672804936	0.0177711885	0.0042579648	0.0194169622	non_gov	heavy
	385	373.9946411729	1321.7027965147	1745.8111094473	1222.0647422058	131.8734237723	5.3428571429	2	1.4	0.1547781017	1225	385	72.35638392	346	478.1886286	23.63413719	0.835149733	12.15826911	191.3668105	136.6111802	54.75563029	151.0483527	367.591968	428.8625789	14.73519352	1.558190909	29.37919757	0	9.704225677	33.5111602943	69.89101264	452.1512157	80	236	0	146	60	68	2.75	-1.1214504305	-1.5256339052	-1.2935747385	-0.3101317911	-0.4843349446	-2.309502511	0.1461578307	0.945549912	0.8968481332	0.0308146046	0.0032585277	0.020293719	non_gov	heavy
	386	0	36.8528080302	36.8528080302	36.8528080302	233.8874267951	3.9090909091	1	1.2727272727	0.1212121212	121	33	38.33674392	244	636.4651117	31.97448626	1.944394435	25.70921531	258.6044598	202.2170212	56.38743861	212.371081	494.7403618	576.1888842	31.97448626	0	21.60438261	0	14.69098017	34.8	61.57249044	605.3548007	54	175	2	122	41	89	4.300970874	-1.1111204588	-1.8657875446	-1.1821617336	0.7260491892	-0.3618707254	-2.4259855414	0.0967413442	0.9511201629	0.9052953157	0.0502376103	0	0.0230821453	non_gov	heavy
	387	359.1115865651	235.2478071162	960.2960355192	92.32207679	198.1132188687	4.375	1.5416666667	1.6666666667	0.257845805	576	192	37.74058576	301	797.5498894	59.66905708	15.08280702	29.01076116	331.8626043	247.317781	84.54482326	267.3647364	632.3657712	713.527886	47.46617587	2.235181213	32.87176879	0	16.03388508	35.1106145134	90.15053832	763.4927269	66	216	7	129	42	65	5.905109489	-0.7989545573	-1.6823643853	0.1679400606	0.4478366207	-0.3511370096	-1.4167048405	0.1130343562	0.9572977654	0.8946498463	0.0595149927	0.0028025597	0.0201039274	non_gov	heavy
	388	1397.1475789855	1483.2904279527	2507.0763175584	2346.767900228	43.1061419	7.7142857143	2.2857142857	2	0.264375	49	21	25.98057958	277	1066.180988	117.630486	44.59081675	32.59081738	458.7212348	318.877306	139.8439289	359.8216716	869.3311527	937.4586604	77.74612869	7.305550591	55.14601083	0	16.8462984	35.5594319835	145.615463	1030.169652	70	171	3	128	41	77	8.361702128	-0.3478954336	-1.4320731298	2.1187480394	0.0458378215	-0.3356274996	0.0331011703	0.1365766832	0.9662239935	0.8792678457	0.0729201979	0.0068520736	0.0158005991	non_gov	heavy
	390	518.592528646	440.3693485683	873.4077087572	536.1713875018	60.7826995032	4.1081081081	1.5405405405	1.7297297297	0.2990052553	1369	518	32.58852239	552	1693.847894	251.6101645	30.99919891	31.25752557	614.042465	238.6938316	375.3486334	668.0327365	1185.461032	921.1928609	483.587503	22.21609255	140.0130484	0	193.7449932	34.6	464.2130036	1487.186568	78	413	19	297	95	135	7.044025157	0.1374740037	0.0988198663	0.1159694455	-0.7927837832	0.0559262339	0.2091416179	0.2740582583	0.8779929847	0.5438462711	0.285496416	0.0131157542	0.1143815769	non_gov	heavy
	391	412.3635368501	464.0109101018	1342.5666713273	306.2326562869	234.0032346926	16.3611111111	2.3472222222	2.5833333333	0.4455091336	5184	1224	78.42687044	773	985.6315771	141.2735978	17.85354813	20.2259	353.7415023	143.4779375	210.2635649	397.4228493	688.2544901	521.2654098	297.4285759	14.76676126	74.77189155	0	114.7436886	34.266073452	267.3375573	864.7471774	109	560	20	382	107	95	5.177257525	0.071295208	0.0145069742	0.1000270685	-0.6496803965	0.1166794838	0.1192982004	0.2712347732	0.8773533615	0.5288643565	0.3017644552	0.0149820294	0.1164164088	non_gov	heavy
