	HEX_600	HEX_weighted_average_distance	HEX_weighted_mean_home_distance	HEX_weighted_max_home_distance	HEX_weighted_median_home_distance	HEX_weighted_radius_of_gyration	HEX_weighted_num_reporting_2015	HEX_weighted_HEX_coverage	HEX_weighted_subject_coverage	HEX_weighted_subject_hhi	HEX_total_reporting	HEX_total_user	HEX_normalized_total_311_per_100	HEX_num_311_including_government_users	HEX_total_population	HEX_income_below_poverty	HEX_below_poverty_unemployed	HEX_above_poverty_unemployed	HEX_total_housing_units	HEX_Owner_occupied_housing_units	HEX_Renter_occupied_housing_units	HEX_less_than_bacholar	HEX_estimate_total_for_degree	HEX_White_population	HEX_Black_or_African_American_population	HEX_American_Indian_and_Alaska_Native_population	HEX_Asian_population	HEX_Native_Hawaiian_and_Other_Pacific_Islander_population	HEX_Some_other_race_population	HEX_Mean_travel_time_to_work_minutes	HEX_Foreign_born_population	HEX_Citizen_population	HEX_obrien.IndividualNeeds	HEX_obrien.PublicNeeds	HEX_minkoff.CausedByHumanBehavior	HEX_minkoff.CausedByUsage	HEX_wheeler.Detritus	HEX_wheeler.Infrastructure	HEX_600_coverage_in_HEX	HEX_income_below_poverty_percentage	HEX_renter_occupied_housing_units_percentage	HEX_below_poverty_unemployed_percentage	HEX_above_poverty_unemployed_percentage	HEX_less_than_bacholar_percentage	poverty_index	HEX_Foreign_born_population_percentage	HEX_Citizen_population_percentage	HEX_White_population_percentage	HEX_Black_or_African_American_population_percentage	HEX_American_Indian_and_Alaska_Native_population_percentage	HEX_Some_other_race_population_percentage	user_type	frequency
	163	654.5966995457	682.5948314802	1435.1674438136	619.8033789384	219.9660113166	51.5167173252	14.9696048632	1.9179331307	0.2292741262	108241	62181	71.88117035	2705	3763.1552	467.3227528	44.73772281	95.16318011	2009.395143	882.4893663	1126.905777	907.604735	3071.081152	2762.143407	196.3360381	1.27153625	859.758864	76.00080998	137.0638247	26.7220528096	844.9615877	3415.412692	200	2228	113	1167	661	565	6.070175439	-0.1477512618	-0.1325678423	-0.4116433234	-0.2883791708	-0.9558075293	-0.5065492701	0.2245354079	0.9075928338	0.7339966757	0.0521732503	0.000337891	0.0364225809	all	all
	164	1413.0606828599	1364.2734236139	3077.3392466237	1206.7995521588	459.0360203558	89.0402684564	27.5436241611	2.4765100671	0.278238893	22201	13112	26.12011576	1293	4950.20777	1034.33877	62.42651703	40.13939212	1520.216263	144.9380732	1375.27819	2172.574445	2833.998076	1730.339463	118.0418179	1.154752426	3140.186029	0	51.11134072	20.3058834529	2556.854334	3501.358882	66	1001	179	499	154	499	10.15880893	0.9366944512	1.5390308995	-0.3499881256	-1.4744083191	0.3933682816	1.3187038357	0.516514549	0.70731554	0.349548856	0.023845831	0.0002332735	0.01032509	all	all
	165	1160.1194493706	1603.1371003503	2938.9939738134	1518.628012357	396.0349252279	78.5967741935	25.2580645161	2.3387096774	0.2765552256	3844	2666	64.86488429	814	1254.916291	216.8733608	12.12823731	25.44058165	629.9751893	203.2341667	426.7410225	184.8596311	867.6944094	909.3088989	40.6807882	7.685285015	321.8720316	0.034892251	22.77998232	20.4650509533	390.3828035	1021.217913	42	653	79	353	163	192	8.159609121	0.4744676935	0.4341664585	-0.6014023717	-0.6346297832	-1.5964222611	0.0158350341	0.3110827442	0.8137737316	0.7245972544	0.0324171329	0.0061241416	0.0181525911	all	all
	166	984.596624577	1840.8142330806	3084.2998964545	1755.1940645378	345.5207172777	68.6226415094	23.2452830189	1.9433962264	0.194548523	2809	2120	115.9055733	520	448.6410663	36.83192861	2.843741921	9.11426625	252.6449143	105.3749624	147.2699519	107.0162241	386.8412274	407.4300539	12.31046721	1.635885374	31.89533084	1.178821984	1.728955326	25.471881429	73.09035278	422.8272344	40	382	21	190	53	156	10.835	-0.6861962718	-0.0251550255	-0.8852172498	-0.6316927835	-0.9738759224	-1.0271342076	0.1629149854	0.9424621734	0.9081425766	0.0274394569	0.0036463122	0.0038537607	all	all
	167	1446.5474666057	3481.1920241354	5159.06822031	3345.7747793742	529.1112613647	168.1666666667	47.1666666667	2.8333333333	0.3500517375	36	36	18.92800387	87	459.6364234	29.28415224	2.13780079	11.56644272	248.0405264	114.5188302	133.5216962	92.35547705	408.2420605	410.3876492	7.322719664	4.862568317	43.19846191	2.484242	2.54375323	25.6229882108	82.42666627	427.534337	5	66	4	30	17	26	18.40625	-0.9214075309	-0.2420130157	-1.0292147684	-0.2969264002	-1.2304846897	-1.4042119456	0.1793301446	0.9301576534	0.8928527599	0.0159315478	0.0105791623	0.0055342725	all	all
	168	4646.7733793664	3739.1292290606	9745.3144369192	3447.3046504398	1664.6555784101	283.3333333333	115.5	6	0.6694328419	36	30	15.9862474	52	325.27959	19.04779081	1.334558592	8.7352926	172.4007053	82.25733865	90.14336669	60.57373049	290.8651742	287.7254138	3.935076999	4.246322792	34.12243069	2.062499642	2.062499642	25.5800168004	60.90440118	300.5295943	7	31	0	14	9	12	15.07142857	-0.9873373074	-0.317049735	-1.0759992366	-0.1802261642	-1.330876536	-1.5251232889	0.1872370817	0.9239116242	0.8845480093	0.012097522	0.0130543782	0.006340698	all	all
	177	772.71284222	624.4088437278	3959.6969970171	349.1199988778	887.1324238413	29.9	6.9285714286	2.4285714286	0.2805862012	4900	1890	22.84967383	237	1037.21393	200.8381383	4.799879609	18.95601128	433.0463253	197.7246333	235.3216919	272.3474953	745.8616371	797.3172634	53.8690284	10.99763403	183.9755867	0	22.80211471	32.1167512782	285.0316711	913.3814615	55	157	0	85	34	41	7.410714286	0.7407448478	-0.2171996849	-1.0312118067	-0.7724863908	-0.8098088004	-0.3242403199	0.2748050936	0.8806104846	0.7687105238	0.0519362755	0.0106030528	0.0219840035	all	all
	178	552.057666161	523.0774007535	1207.3638362896	605.8805464557	150.9109072793	15.05	8.4375	1.65	0.1607527102	6400	4560	33.29512254	404	1213.390939	264.8107559	15.13930321	44.20092026	516.645434	168.7197083	347.9257257	305.6055103	813.7886663	914.7637111	54.22959996	24.75850827	269.8060002	0	7.097269051	31.5569420753	330.455583	1049.840113	80	290	0	150	83	94	5.519774011	1.0555686694	0.4149095248	-0.361425412	0.4806608673	-0.8829324656	0.5773265586	0.2723405725	0.8652117626	0.7538903429	0.0446926034	0.0204043952	0.0058491199	all	all
	179	276.0298622294	323.2513360571	863.4685912012	271.1709521642	153.2325693798	6.4201183432	3.3846153846	1.4378698225	0.1326833185	28561	19942	26.63739122	651	2443.933021	546.5359115	13.4558241	58.98206507	1118.685937	195.4019602	923.2839767	631.6776512	1659.108051	1842.217153	94.68539531	18.2513654	544.657807	0	30.40985011	32.2644828858	826.3531706	2071.229696	138	423	9	216	137	106	4.575342466	1.1245184044	1.1533620294	-0.9562783274	-0.3680525098	-0.8378451325	0.7329184838	0.3381243117	0.8474985518	0.7537919972	0.0387430402	0.0074680301	0.0124429965	all	all
	180	224.4193163575	428.0631038816	672.4022834116	454.8580379766	56.936117719	7.4633027523	3.3532110092	1.4449541284	0.1331315372	47524	28558	29.68647313	1134	3819.921603	944.8434531	35.20922448	70.12900542	1949.07875	261.5255871	1687.553163	962.5346107	2690.671983	2983.519117	158.330775	45.22976651	730.7103414	9.014946718	56.42091849	33.6250526185	1214.139756	3255.992499	165	852	6	432	226	177	5.149553571	1.4279391896	1.3502151365	-0.6395726284	-0.7667658321	-0.8821349395	1.1936197701	0.3178441555	0.8523715504	0.781041976	0.0414486975	0.011840496	0.0147701771	all	all
	181	680.888619918	864.5176437248	1604.5129326536	849.026049518	214.6458226649	33.0294117647	12.931372549	1.5294117647	0.1321842881	10404	7446	22.15207086	645	2911.691661	882.0636821	49.49577083	46.97263392	1610.96104	179.9509622	1431.010078	665.2942796	2162.222546	2322.347117	197.3162488	54.8273061	397.5751325	2.865902769	47.06523346	34.6532407432	692.0499396	2558.978361	98	485	11	289	123	140	9.570815451	2.1391636103	1.4594781837	0.0244556534	-0.92046627	-1.0424153339	2.0224908363	0.2376796791	0.8788631005	0.7975937659	0.0677668764	0.0188300522	0.016164223	all	all
	182	465.3463049341	427.9847918236	1048.4430994902	397.6993719313	185.6382492106	84.3333333333	23.6666666667	1.5833333333	0.0596092021	144	120	23.54309135	89	378.0302199	109.5381279	9.889735584	10.97923444	188.1131853	19.44356427	168.6696211	75.52148476	272.7113181	253.8472671	28.20334395	9.098930482	98.27435404	2.389550056	2.717753659	37.4827612363	120.3908434	292.0175408	17	64	3	49	10	31	2.848484848	1.9705656543	1.500038624	0.8062885572	-0.0291342238	-1.2383685422	2.3336351258	0.3184688341	0.7724714201	0.6714999324	0.0746060565	0.0240693204	0.0071892497	all	all
	184	1442.8944530765	1543.4842422922	3307.6335803997	1438.9322851918	487.4525280888	75.7142857143	21.75	2.0892857143	0.2455314731	3136	2352	17.05239921	475	2785.531784	470.670595	24.63141769	9.814405558	657.5379622	62.47648924	595.0614729	146.6456002	748.8900971	2008.739387	128.6190407	15.22753247	558.8292186	5.88643161	133.8051816	19.1079340975	620.3606959	2288.551687	43	374	32	242	71	158	5.737967914	0.4252220996	1.5406091508	-0.6715411183	-1.7909640733	-2.242423789	0.5016620624	0.2227081735	0.8215851997	0.7211331777	0.0461739627	0.0054666518	0.0480357763	all	all
	185	572.3948997189	777.5572256107	1322.5226561219	759.2981120707	157.4119640442	16.6049382716	5.9382716049	1.6296296296	0.1800764678	6561	4941	28.48977213	1192	4183.957649	1418.946089	51.64566381	27.87756787	2543.188105	188.7806895	2354.407415	608.2136181	2775.992119	3130.379268	196.4119673	18.68275195	748.4307177	0	146.8386872	24.2412264809	1172.731805	3281.079668	79	929	101	555	241	389	3.234567901	2.6023058164	1.6416604849	-0.3727848392	-1.5742130911	-1.6096634664	2.1261501172	0.2802924655	0.7842047992	0.7481861746	0.046944062	0.0044653301	0.0350956438	all	all
	186	465.3738269852	400.833406583	956.6831263422	336.1642410265	166.1595358728	10.0630630631	5.8558558559	1.4684684685	0.1497913228	12321	9435	15.73320817	727	4620.799472	1246.733044	118.4494131	39.26199394	1373.012183	125.0754148	1247.936768	459.4570019	1338.409129	3280.843678	373.2201035	41.46292042	904.0489406	11.00427753	154.4803151	19.7553143696	1161.613215	3702.554853	120	519	61	290	92	215	5.076595745	1.7153170698	1.559667163	0.7612960319	-1.447610128	-1.9231390703	2.1012607153	0.2513879302	0.8012801411	0.7100164588	0.0807695953	0.0089731053	0.0334315125	all	all
	187	625.4970849424	635.9550596026	1326.1352335755	584.6063855737	180.5637709607	38.4579831933	12.9915966387	1.6428571429	0.1695495551	56644	36414	24.07963937	1588	6594.78315	1746.904107	122.0862791	66.37899615	2672.647319	304.3635051	2368.283814	894.5924795	2980.839264	4623.506334	655.3007381	59.48482655	1163.488378	18.02322207	257.3826642	21.8592033111	1787.182727	5309.449631	171	1206	91	681	320	414	7.239168111	1.6524093654	1.4488955612	0.1536123394	-1.3393191903	-1.6759709665	1.7077497052	0.2709994683	0.8050984407	0.701085423	0.0993665331	0.0090199822	0.0390282225	all	all
	188	246.1083444319	269.7115080075	639.7040577207	232.1552314369	95.4562945816	15.0929824561	4.4771929825	1.8543859649	0.2266721071	324900	190950	58.13880524	3086	5307.986614	715.6075143	53.02143227	114.3717981	2799.966736	1086.315391	1713.651345	1054.887561	3949.044545	3826.791127	896.3748377	28.75866109	516.8170504	3.965300853	100.3832594	23.2673342085	779.6633534	4868.836341	373	2336	153	1106	871	573	4.386879731	-0.0117123181	0.1163782033	-0.5737196229	-0.5466496504	-1.2454685027	-0.4036659769	0.1468849509	0.9172661303	0.7209496567	0.168872852	0.005417998	0.0189117394	all	all
	189	421.8401269207	517.6518945995	1107.3640828435	411.5962226505	132.3103882185	23.7490196078	5.5529411765	1.7725490196	0.2096211601	260100	149940	58.41075596	3168	5423.658619	565.2218247	36.62270201	122.0313438	2799.813344	1437.843853	1361.969492	1131.783891	4378.463365	4161.539703	342.8304196	56.23546964	810.9656264	73.61831218	282.6648041	24.8057823374	960.4102183	4938.662878	372	2403	88	1160	724	607	4.749369218	-0.4032344933	-0.4941125591	-0.8499043381	-0.4808773295	-1.1776394243	-1.1310438533	0.1770779258	0.9105777529	0.7672938132	0.0632101767	0.0103685489	0.0521169978	all	all
	190	461.376311153	587.0839015452	1209.013945993	512.5657064527	157.9740582513	29.1795918367	8.0693877551	1.6489795918	0.1800101542	60025	34790	51.75008193	1662	3211.589118	676.3523334	91.09599641	94.00329602	1433.974335	491.8619075	942.1124278	1237.904268	2481.229814	1660.913692	487.9089246	42.79177047	926.3108559	26.24614932	279.1740978	25.8128105987	996.2142566	2761.5985	159	1254	72	640	294	409	6.919382504	0.9577891271	0.3349936291	0.9943211017	-0.0134797192	0.0287060754	1.3083833721	0.3101935584	0.8598853709	0.5171625731	0.1519213407	0.0133241735	0.0869270905	all	all
	191	2023.8860579498	1999.0402357994	4768.1543466784	1746.8306188271	743.5616232162	235.6666666667	69.1111111111	3	0.3448990386	324	252	32.4069618	303	934.9842848	203.2017832	17.98602497	24.60583859	445.3004374	110.8522548	334.4481825	379.3129827	738.439703	488.2266887	80.00779532	2.924617778	353.3546195	0.783755244	29.5781455	26.3509047215	363.4486	802.9650416	13	233	26	141	37	125	25.5	1.0439457182	0.7923090563	0.2154062749	-0.2173595806	0.1668286312	1.2270439357	0.3887216137	0.8588005752	0.5221763581	0.0855712728	0.003127986	0.0316349119	all	all
	192	716.3767652404	824.8780138318	1576.3173220335	813.0255737759	201.8599140142	26.8899082569	10.4495412844	1.6788990826	0.2030474975	11881	8284	124.355659	965	776.0000692	98.85304383	7.599482844	17.45970222	383.2120888	128.5257977	254.6862911	248.2175866	589.8583278	571.3475364	96.0318903	3.036721101	53.81922219	4.665491161	71.75180779	26.9224753122	158.6216124	714.8100931	101	727	28	462	153	168	11.14671815	-0.1067583848	0.3720157589	-0.5904313852	-0.4808915479	-0.4188349439	-0.2185752314	0.2044092761	0.921146945	0.7362725328	0.1237524249	0.0039133	0.0924636616	all	all
	193	2302.1350483567	2058.7660728744	5402.2905979305	1881.4185644429	889.2035486467	206.4	60.2	3.2	0.5025292051	25	20	19.24508104	94	488.4364988	33.81498666	2.559855166	11.37909008	268.3705163	119.5644986	148.8060177	105.9059001	430.2196123	440.4181051	9.931457921	3.84752947	40.12804082	2.140056588	2.271917415	25.6380411456	83.28787532	457.6791779	14	73	1	39	7	30	10	-0.8507930338	-0.1633834668	-0.9788819165	-0.4258442076	-1.1220151833	-1.275468407	0.1705193521	0.9370290284	0.9016895875	0.0203331609	0.0078772358	0.004651408	all	all
	194	1709.7322305468	1422.1514159807	3519.3325602468	978.8472285077	466.8471948831	7.625	4.75	1.75	0.1443793129	64	56	70.69456744	128	181.0605887	9.927258206	0.695540384	4.552627967	89.85117141	42.87058002	46.98059138	33.08206266	153.9867903	158.5263264	4.445607754	2.21308304	19.17023174	1.074926048	1.074926048	23.9507113278	31.74193388	168.1614761	5	98	1	54	14	24	16.52631579	-1.0350552564	-0.3170497358	-1.0982986808	-0.2983144916	-1.3548148749	-1.5691102932	0.1753111161	0.9287580324	0.8755429745	0.0245531498	0.0122228866	0.0059368306	all	all
	195	2577.1814313853	2655.0239116822	6525.9108479987	2406.9271503751	1024.5285951183	204.3333333333	77	3.5333333333	0.2930602091	225	165	267.1558003	155	58.01857935	2.729714632	0.191253891	1.251843653	24.70652542	11.7881944	12.91833103	10.1762426	44.05139008	49.70805372	2.931803431	0.608535109	6.260915653	0.295574196	0.295574196	20.5524302848	8.728132134	54.471689	14	99	5	47	10	59	10.33846154	-1.1345817133	-0.3170497346	-1.1448091606	-0.5446141143	-1.4047436354	-1.6608550291	0.1504368468	0.9388663013	0.8567609596	0.0505321479	0.0104886248	0.0050944749	all	all
	202	679.275430916	926.1467165565	1127.5357772857	1127.5357772857	212.3150442134	3	1.5714285714	1.2857142857	0.1785714286	49	49	2.490641202	34	1365.110317	188.8917947	10.09343614	6.888990887	382.4250134	71.23141587	311.1935976	137.7859793	507.910326	1128.639741	41.38703749	5.642191533	195.902025	0	18.70030382	25.3737496311	222.2937283	1235.217649	7	20	2	11	6	3	14.0625	0.0337555168	1.0970096103	-0.7951670624	-1.6858116983	-1.912891864	-0.0154850487	0.1628393878	0.9048482263	0.8267754825	0.0303177238	0.0041331396	0.0136987492	all	all
	203	506.2441167862	836.2895595155	1599.5184113221	778.5817099786	207.0241953534	16.2153846154	9.4461538462	1.8461538462	0.1752990935	4225	3120	33.70709123	286	848.486148	122.0257536	6.567600105	6.09701362	246.1211576	49.29862204	196.8225355	94.37098944	332.9644568	697.291711	26.55564266	4.4480762	126.3240582	0	11.16915944	25.7952640851	144.5007494	765.4585276	56	192	3	132	25	46	5.836065574	0.103413548	1.0287544519	-0.7655984573	-1.5381210823	-1.8426784949	0.0124359707	0.1703041938	0.9021461687	0.8218068293	0.0312976738	0.0052423675	0.013163632	all	all
	204	882.2943349391	1363.0020065469	2557.0026251788	1203.8120646974	315.2817033579	52.4720812183	15.0203045685	2.2284263959	0.2442497862	38809	22261	42.24693091	1195	2828.60784	673.1717556	61.78471117	22.06464403	1441.760376	218.0366648	1223.723711	477.9271	1719.181892	2441.349372	106.7051885	80.07847072	316.6178064	24.98505328	40.03713035	33.040653944	506.1755467	2504.024364	153	876	19	415	244	167	7.577319588	1.3081996309	1.2673238845	0.4377884985	-1.4956785067	-1.4486529481	1.5736150159	0.1789486473	0.8852497432	0.863092203	0.0377235709	0.028310206	0.0141543588	all	all
	205	300.3694652383	765.8058529131	1132.0953561543	718.2414197055	90.6705917801	41.48	12.04	1.28	0.028612417	625	525	20.37728141	152	745.9287475	232.0675426	12.40329004	10.24566111	427.1099992	48.35867362	378.7513256	169.8701087	565.5242369	623.3143702	47.63626564	14.55936134	76.77536218	0	11.14652935	34.1975601693	156.9417495	674.9140822	20	111	1	48	39	25	6.183673469	2.2437339121	1.4520940332	-0.0072017767	-1.0859475	-1.0476083326	2.0645122901	0.210397776	0.9047969856	0.8356218637	0.0638616836	0.0195184344	0.0149431556	all	all
	207	2242.2153066111	1696.0849808011	4637.5075000851	1377.7692753398	662.139175249	90.2280701754	30.3157894737	2.7368421053	0.380876502	3249	2337	14.42371064	392	2717.747255	626.5682856	19.09504148	27.91374157	861.4472164	60.31229846	801.1349179	606.4891477	1107.169622	1576.276271	440.3325477	21.20343414	539.4253629	2.698775385	241.0334882	25.2436513999	724.8591994	2374.947143	30	279	9	195	17	142	13.11398964	1.2130150823	1.6621624612	-0.8265526738	-1.3251297984	-1.0788011971	1.1173130981	0.2667132487	0.873866081	0.5799936944	0.1620211544	0.0078018418	0.0886887063	all	all
	208	2027.3631683538	1694.1596548362	4061.2577306368	1492.134352406	602.1267186261	151.3863636364	45.8409090909	2.8863636364	0.3538129981	1936	1276	12.33112269	351	2846.456149	349.9180415	20.71920136	26.40767593	438.4193742	39.29429127	399.1250829	315.0674338	646.7781786	1983.774871	337.5000495	12.76566012	402.1393131	5.582093107	182.6503377	19.1177333344	517.7057692	2513.599033	20	275	18	168	15	133	16.89922481	-0.163776991	1.5668061244	-0.80497297	-1.3937201648	-1.8463306162	0.1370931748	0.1818773036	0.8830626229	0.6969279578	0.1185685048	0.0044847556	0.0641676274	all	all
	209	837.9240827489	1233.4496876953	2142.5838801612	1140.7373515077	255.0204459612	29.3090909091	11.6545454545	1.8181818182	0.1743910924	3025	2365	11.29888087	394	3487.071016	425.6361488	39.26879285	42.50955758	525.012547	31.00646904	494.0060779	522.897677	771.4225953	2211.119982	641.2160518	8.5096755	480.0897137	8.253103188	286.2076773	19.8425495934	692.4756518	3030.962469	38	294	18	167	17	145	8.390625	-0.1749061036	1.7154169342	-0.4651549969	-1.1925980534	-1.5783726658	0.4303366672	0.1985837537	0.869200098	0.6340908952	0.1838838523	0.0024403505	0.0820768135	all	all
	210	1815.0985026101	1746.186780185	3466.5555313808	1706.0329687983	496.1947130422	107.3493975904	32.6265060241	2.3373493976	0.254901585	6889	4814	12.59819887	523	4151.38708	650.111834	73.51135174	56.71351043	798.5894687	74.96207594	723.6273927	598.7829479	996.2587959	2664.869141	729.4128813	8.518173357	627.9976384	8.514083423	282.3264543	20.819485739	956.2548609	3522.581511	47	406	10	222	81	157	16.04301075	0.2669829391	1.5461886989	0.0849292069	-1.0910633167	-1.617382878	0.8899734363	0.2303458681	0.8485312121	0.6419225887	0.1757034136	0.0020518861	0.0680077403	all	all
	211	552.7830265929	623.8152209232	1284.8110045683	556.8644577674	200.209641289	27.2097902098	10.2447552448	1.8041958042	0.211413725	81796	51480	34.3380093	1543	4493.562765	985.8782836	83.66586209	141.7478718	2007.862247	409.1333541	1598.728893	1482.02949	2735.946725	2095.215727	1540.605684	15.16176562	345.9391641	0	684.6965875	25.8611435278	1113.116	4031.881037	210	1117	38	623	414	241	6.703065134	1.0703791566	1.0119169961	0.1626997021	0.1435546137	-0.3509769157	1.2753798195	0.2477134644	0.897257087	0.4662704933	0.3428472605	0.0033741079	0.152372766	all	all
	212	514.4683744431	566.4394237836	1249.9505249023	502.0473812804	180.5022226156	32.7260869565	8.6217391304	1.8456521739	0.2338241267	211600	125120	61.14944815	2870	4693.419298	1037.344729	94.89558915	71.90833787	2332.604552	748.2414932	1584.363059	1346.885257	3658.581509	2752.278315	969.9518007	27.69067538	685.5924407	21.54319411	464.822412	26.7873576876	1157.036383	4165.731726	323	2161	114	1175	710	486	5.632277835	1.0911456538	0.4430704026	0.2992147329	-0.9764778729	-0.6433171251	0.9968020896	0.246523123	0.8875686278	0.5864121955	0.2066620813	0.0058998938	0.0990370522	all	all
	213	565.2338189567	807.0649827611	1471.8154717302	763.3596417334	224.1340549011	45.9684210526	13.4526315789	1.6210526316	0.1503808397	9025	6745	29.2232059	855	2925.757026	820.0266571	108.7981478	54.31460685	1347.355618	448.4640801	898.891538	1053.768611	2339.096933	1554.105663	577.2674955	21.75675893	548.998151	0.007297294	385.6023111	26.1028321448	905.3323883	2428.582222	106	604	5	367	211	158	5.148514851	1.8492595965	0.3843795059	1.7470809517	-0.7525761171	-0.1438077004	2.2583628503	0.3094352608	0.8300696881	0.5311806993	0.1973053437	0.0074362836	0.1317957396	all	all
	214	1367.2698928413	1169.878018112	2910.9359413541	1058.0809478542	536.3735642699	6.4285714286	5.5714285714	2	0.1447443062	49	35	10.53696975	112	1062.924187	183.6787523	40.37706312	28.09113877	498.2434645	181.1917319	317.0517326	389.5473492	837.5832501	687.5890615	187.9410943	11.0254164	150.8822713	0.969164723	85.59369539	25.462182741	248.182529	938.0777564	2	94	3	67	17	27	7.8125	0.4742904266	0.2345786616	1.8153850939	-0.2096742947	-0.1006995092	1.3759292599	0.2334903392	0.8825443695	0.6468843873	0.176815145	0.0103727213	0.0805266231	all	all
	215	1050.4263693196	1565.0515701232	2628.0109503876	1566.1322229024	346.8803366411	78.5535714286	23.6964285714	2.125	0.2479421258	3136	2016	17.10348874	341	1993.745283	335.6178938	21.50969479	44.00322948	781.4342088	199.0125642	582.4216446	800.2359147	1341.095705	1171.632154	384.6414439	33.13167472	153.1419722	16.8556886	341.8278774	28.4217943334	450.3241695	1794.379625	25	266	1	193	48	87	9.681818182	0.4171064516	0.7644139571	-0.5054885747	-0.5105069997	0.1373755288	0.4419782601	0.2258684564	0.9000044491	0.5876538814	0.1929240647	0.0166178072	0.1714501247	all	all
	216	482.5938506029	460.2095127029	981.3850906627	422.4711773293	155.0062225923	36.2736156352	10.67752443	1.6938110749	0.1918232173	94249	63242	50.73964744	1836	3618.472127	515.5980353	22.65578711	59.12129517	1390.314307	480.7650134	909.5492932	1409.314521	2673.574895	2547.03293	442.1377863	114.5784591	245.4569531	19.43632584	446.8145033	28.3474535061	598.2312924	3338.865894	306	1233	16	735	270	312	4.801996672	0.0864580836	0.3214306766	-0.8918237066	-0.9062221142	0.0561985005	-0.2296096641	0.1653270417	0.9227280954	0.7038973469	0.1221890817	0.0316648727	0.123481538	all	all
	217	387.9121164671	562.152215532	1029.0504386611	517.456686918	127.5792631914	18.31640625	6.265625	1.5390625	0.1593992264	65536	44544	74.0146308	1394	1883.411408	149.5367643	46.55608858	27.98294337	876.3871647	391.9009281	484.4862366	486.8454828	1549.278694	1761.079783	24.72058042	10.38463377	62.0197034	0.316919325	41.36208449	26.7388677788	143.9136071	1842.440735	217	947	19	445	263	174	4.676886792	-0.7207375407	-0.1714419778	0.683222193	-1.0084776961	-0.8376837427	-0.2812092393	0.076411137	0.9782465622	0.9350478475	0.0131254278	0.0055137363	0.0219612583	all	all
	218	469.9991966825	508.495706706	1192.7700916556	411.3729105835	155.4275887793	15.9	5.3842105263	1.6157894737	0.2069906854	36100	26220	73.85963677	1345	1821.021682	144.0118649	46.93808958	25.39170883	846.9471681	392.7572881	454.1898799	481.2968774	1458.221269	1724.333966	16.37210582	0.370137925	49.12404451	1.850689624	37.26695779	27.0283259083	127.0831972	1781.942589	145	981	7	491	232	155	5.789473684	-0.7247516106	-0.2519251965	0.7733896402	-1.0715726072	-0.7980407177	-0.276899955	0.0697867568	0.9785400177	0.9469046871	0.0089906155	0.0002032584	0.0204648622	all	all
	219	286.2761203786	256.4640283174	599.5407867575	205.3887151578	67.4712555217	6	3.2222222222	1.4135802469	0.1813451126	26244	18630	47.31257939	924	1952.968982	148.1637819	45.91212855	39.40664634	888.7362261	430.1960792	458.5401469	513.8673049	1573.645911	1842.953071	19.67875768	0.132781363	64.61915425	0.373204771	37.09961622	27.2531243274	139.8738369	1913.087033	165	585	2	274	89	110	2.24535316	-0.7659096931	-0.350715635	0.5799590885	-0.6411826263	-0.806089126	-0.4625491363	0.0716211257	0.9795788108	0.9436673536	0.0100763288	6.79894889390516e-05	0.018996521	all	all
	220	295.8292471555	367.3360895672	620.3347672494	345.675678206	73.9879824021	2.5094339623	1.4528301887	1.2358490566	0.1553193263	11236	8586	40.83405632	673	1648.134084	101.4674258	19.86170888	22.02059028	711.5673093	325.5593151	386.0079943	480.7851221	1340.650896	1576.931598	18.55192713	3.022433959	32.9429802	0	24.61124796	27.2628819291	76.85617783	1610.569547	118	440	2	185	78	72	4.414364641	-0.9488692977	-0.2217415559	-0.3977621335	-1.1118034331	-0.6109588367	-0.9948909137	0.0466322362	0.9772078392	0.956798123	0.0112563215	0.001833852	0.0149327947	all	all
	225	435.0559459984	432.9448570154	1006.483537738	405.7970199913	171.3583839004	79.1538461538	21.9230769231	1.8461538462	0.1704084942	169	91	49.22038425	67	136.1224643	18.17824406	0.964647385	0.428732171	36.93527655	6.38810935	30.5471672	12.49754279	48.18949604	113.14242	4.0086458	0.428732171	18.88565214	0	1.92929477	25	21.26511569	123.4963019	4	49	6	30	13	17	3.588235294	-0.0280090627	1.1617084369	-0.8213850366	-1.8167664324	-1.975148853	-0.0378431551	0.1562204725	0.9072440948	0.8311811029	0.0294488189	0.0031496063	0.0141732283	all	all
	228	642.6020003765	752.1450217087	2116.2663307388	619.1108339622	313.1537393206	23.0710382514	7.8907103825	1.6557377049	0.2062265155	33489	21411	53.01192311	1198	2259.868968	744.6828184	34.56170076	26.0434661	977.3215763	148.0062471	829.3153291	702.885528	1391.07252	1181.155791	458.6329365	23.06284835	450.9722289	0	243.36203	29.9086706678	700.0275234	1905.242225	189	863	118	484	215	318	7.765864333	2.4792966419	1.2662970876	-0.1210608126	-1.2385972977	-0.4791520652	2.1132173456	0.3097646515	0.8430764137	0.5226656093	0.2029466943	0.0102053919	0.1076885578	all	all
